Year,Entidad federativa,Población con acceso al agua entubada y al saneamiento,GeoCode,Value
2020,Veracruz de Ignacio de la Llave,Población con alguna discapacidad,30,43.90334082
2018,Veracruz de Ignacio de la Llave,Población con alguna discapacidad,30,48.26136357
2016,Veracruz de Ignacio de la Llave,Población con alguna discapacidad,30,42.98932819
2020,Veracruz de Ignacio de la Llave,Cambio de residencia,30,
2018,Veracruz de Ignacio de la Llave,Cambio de residencia,30,
2016,Veracruz de Ignacio de la Llave,Cambio de residencia,30,
2020,Yucatán,Total,31,85.25826885
2018,Yucatán,Total,31,84.2768624
2016,Yucatán,Total,31,82.638114
2020,Yucatán,Hombres,31,84.74774063
2018,Yucatán,Hombres,31,83.86949428
2016,Yucatán,Hombres,31,82.29921985
2020,Yucatán,Mujeres,31,85.71665095
2018,Yucatán,Mujeres,31,84.67532262
2016,Yucatán,Mujeres,31,82.96245285
2020,Yucatán,Hablantes de lengua indígena,31,75.90125953
2018,Yucatán,Hablantes de lengua indígena,31,78.37786109
2016,Yucatán,Hablantes de lengua indígena,31,73.11582486
2020,Yucatán,Población con alguna discapacidad,31,84.24347431
2018,Yucatán,Población con alguna discapacidad,31,80.75832895
2016,Yucatán,Población con alguna discapacidad,31,80.5643277
2020,Yucatán,Cambio de residencia,31,
2018,Yucatán,Cambio de residencia,31,
2016,Yucatán,Cambio de residencia,31,
2020,Zacatecas,Total,32,37.05210827
2018,Zacatecas,Total,32,36.9907167
2016,Zacatecas,Total,32,41.4638827
2020,Zacatecas,Hombres,32,36.47689076
2018,Zacatecas,Hombres,32,37.51299845
2016,Zacatecas,Hombres,32,41.62321277
2020,Zacatecas,Mujeres,32,37.58708144
2018,Zacatecas,Mujeres,32,36.50671167
2016,Zacatecas,Mujeres,32,41.31566906
2020,Zacatecas,Hablantes de lengua indígena,32,
2018,Zacatecas,Hablantes de lengua indígena,32,
2016,Zacatecas,Hablantes de lengua indígena,32,
2020,Zacatecas,Población con alguna discapacidad,32,36.15848981
2018,Zacatecas,Población con alguna discapacidad,32,38.13447446
2016,Zacatecas,Población con alguna discapacidad,32,44.27294267
2020,Zacatecas,Cambio de residencia,32,
2018,Zacatecas,Cambio de residencia,32,
2016,Zacatecas,Cambio de residencia,32,
