Year,Entidad federativa,Densidad del personal sanitario,GeoCode,Value
2016,Ciudad de México,Número de personal sanitario,9,109.784746835373
2015,Ciudad de México,Número de personal sanitario,9,106.570079218575
2014,Ciudad de México,Número de personal sanitario,9,103.738437183225
2013,Ciudad de México,Número de personal sanitario,9,101.995743130059
2012,Ciudad de México,Número de personal sanitario,9,98.1721939198373
2021,Ciudad de México,Número de médicos,9,51.2393230123147
2020,Ciudad de México,Número de médicos,9,48.6181682503303
2019,Ciudad de México,Número de médicos,9,49.448507083157
2018,Ciudad de México,Número de médicos,9,48.1031964647048
2017,Ciudad de México,Número de médicos,9,47.9087059179236
2016,Ciudad de México,Número de médicos,9,46.8412269065904
2015,Ciudad de México,Número de médicos,9,46.3199383048448
2014,Ciudad de México,Número de médicos,9,44.7107720550667
2013,Ciudad de México,Número de médicos,9,44.1330919362686
2012,Ciudad de México,Número de médicos,9,41.3577040810688
2021,Ciudad de México,Número de enfermeros y parteros,9,62.1235836716987
2020,Ciudad de México,Número de enfermeros y parteros,9,59.3437262471247
2019,Ciudad de México,Número de enfermeros y parteros,9,58.7506905218601
2018,Ciudad de México,Número de enfermeros y parteros,9,60.1002389564885
2017,Ciudad de México,Número de enfermeros y parteros,9,59.6049147947097
2016,Ciudad de México,Número de enfermeros y parteros,9,61.0669991904122
2015,Ciudad de México,Número de enfermeros y parteros,9,58.1924582397496
2014,Ciudad de México,Número de enfermeros y parteros,9,57.0667341129827
2013,Ciudad de México,Número de enfermeros y parteros,9,55.9438691103575
2012,Ciudad de México,Número de enfermeros y parteros,9,54.9966294990662
2021,Ciudad de México,Número de dentistas,9,1.56155821296877
2020,Ciudad de México,Número de dentistas,9,1.6000186280755
2019,Ciudad de México,Número de dentistas,9,1.81592439465219
2018,Ciudad de México,Número de dentistas,9,1.61590108606028
2017,Ciudad de México,Número de dentistas,9,1.92616138248658
2016,Ciudad de México,Número de dentistas,9,1.78263947718078
2015,Ciudad de México,Número de dentistas,9,1.9472919725869
2014,Ciudad de México,Número de dentistas,9,1.87044348380527
2013,Ciudad de México,Número de dentistas,9,1.77305179861532
2012,Ciudad de México,Número de dentistas,9,1.69851145417776
2021,Ciudad de México,Número de personal farmacéutico,9,0.0755234413100118
2020,Ciudad de México,Número de personal farmacéutico,9,0.110881401807034
2019,Ciudad de México,Número de personal farmacéutico,9,0.0930107616773074
2018,Ciudad de México,Número de personal farmacéutico,9,0.0929060172683529
2017,Ciudad de México,Número de personal farmacéutico,9,0.0928270545776667
2016,Ciudad de México,Número de personal farmacéutico,9,0.093881261189818
2015,Ciudad de México,Número de personal farmacéutico,9,0.110390701393815
2014,Ciudad de México,Número de personal farmacéutico,9,0.0904875313699305
2013,Ciudad de México,Número de personal farmacéutico,9,0.145730284817697
2012,Ciudad de México,Número de personal farmacéutico,9,0.119348885524527
2021,Durango,Número de personal sanitario,10,53.2202213494271
2020,Durango,Número de personal sanitario,10,50.1713219289929
2019,Durango,Número de personal sanitario,10,49.5371709574776
2018,Durango,Número de personal sanitario,10,51.1091992202389
2017,Durango,Número de personal sanitario,10,50.8987663603178
2016,Durango,Número de personal sanitario,10,50.2729523303198
2015,Durango,Número de personal sanitario,10,49.6414689249681
2014,Durango,Número de personal sanitario,10,48.334622559949
2013,Durango,Número de personal sanitario,10,47.1445068833403
2012,Durango,Número de personal sanitario,10,47.3180488153221
2021,Durango,Número de médicos,10,24.9227696588494
2020,Durango,Número de médicos,10,22.6217712611477
2019,Durango,Número de médicos,10,22.4992336552701
2018,Durango,Número de médicos,10,22.8428607211701
2017,Durango,Número de médicos,10,22.3578643293135
2016,Durango,Número de médicos,10,22.9915930571271
2015,Durango,Número de médicos,10,22.3061055526711
2014,Durango,Número de médicos,10,21.6590071438322
2013,Durango,Número de médicos,10,20.6852075961897
2012,Durango,Número de médicos,10,20.8143223141125
2021,Durango,Número de enfermeros y parteros,10,27.2043943029424
2020,Durango,Número de enfermeros y parteros,10,26.5436630147951
2019,Durango,Número de enfermeros y parteros,10,25.910007382814
2018,Durango,Número de enfermeros y parteros,10,27.3569802772726
2017,Durango,Número de enfermeros y parteros,10,27.5296318646833
2016,Durango,Número de enfermeros y parteros,10,26.171458570459
2015,Durango,Número de enfermeros y parteros,10,26.195922147538
2014,Durango,Número de enfermeros y parteros,10,25.6120034581608
2013,Durango,Número de enfermeros y parteros,10,25.4094644342486
2012,Durango,Número de enfermeros y parteros,10,25.3096540174978
2021,Durango,Número de dentistas,10,0.93387427293112
2020,Durango,Número de dentistas,10,0.94168205817455
2019,Durango,Número de dentistas,10,1.09015236228461
2018,Durango,Número de dentistas,10,0.86579615129107
2017,Durango,Número de dentistas,10,0.96180586470744
2016,Durango,Número de dentistas,10,0.98226212191926
2015,Durango,Número de dentistas,10,0.99911595077389
2014,Durango,Número de dentistas,10,0.98967101970242
2013,Durango,Número de dentistas,10,0.97484664912327
2012,Durango,Número de dentistas,10,1.07700655393608
2021,Durango,Número de personal farmacéutico,10,0.159183114704169
2020,Durango,Número de personal farmacéutico,10,0.0642055948755375
2019,Durango,Número de personal farmacéutico,10,0.0377775571088728
2018,Durango,Número de personal farmacéutico,10,0.0435620705052111
2017,Durango,Número de personal farmacéutico,10,0.0494643016135255
2016,Durango,Número de personal farmacéutico,10,0.127638580814367
2015,Durango,Número de personal farmacéutico,10,0.140325273985097
2014,Durango,Número de personal farmacéutico,10,0.0739409382536288
2013,Durango,Número de personal farmacéutico,10,0.0749882037787133
2012,Durango,Número de personal farmacéutico,10,0.117065929775661
2021,Guanajuato,Número de personal sanitario,11,49.730561112752
2020,Guanajuato,Número de personal sanitario,11,49.1235393995833
2019,Guanajuato,Número de personal sanitario,11,48.4845598713773
2018,Guanajuato,Número de personal sanitario,11,47.5102599961911
2017,Guanajuato,Número de personal sanitario,11,46.4845741626447
2016,Guanajuato,Número de personal sanitario,11,46.182676177539
2015,Guanajuato,Número de personal sanitario,11,44.9784491262125
2014,Guanajuato,Número de personal sanitario,11,43.2657895379241
2013,Guanajuato,Número de personal sanitario,11,42.5312888013046
2012,Guanajuato,Número de personal sanitario,11,42.3195139961725
2021,Guanajuato,Número de médicos,11,21.5200827303565
2020,Guanajuato,Número de médicos,11,21.2807122471671
2019,Guanajuato,Número de médicos,11,21.1558091898593
2018,Guanajuato,Número de médicos,11,20.4210910047971
2017,Guanajuato,Número de médicos,11,20.2374521112164
2016,Guanajuato,Número de médicos,11,20.0317232867699
2015,Guanajuato,Número de médicos,11,19.9034906648852
2014,Guanajuato,Número de médicos,11,19.4094309349456
2013,Guanajuato,Número de médicos,11,19.4504848871324
2012,Guanajuato,Número de médicos,11,19.2041077225268
2021,Guanajuato,Número de enfermeros y parteros,11,27.4764773363245
2020,Guanajuato,Número de enfermeros y parteros,11,27.1347545629338
2019,Guanajuato,Número de enfermeros y parteros,11,26.4945693988614
2018,Guanajuato,Número de enfermeros y parteros,11,26.3600778460097
2017,Guanajuato,Número de enfermeros y parteros,11,25.4234952180952
2016,Guanajuato,Número de enfermeros y parteros,11,25.3106009233534
2015,Guanajuato,Número de enfermeros y parteros,11,24.2082696946591
2014,Guanajuato,Número de enfermeros y parteros,11,22.9857508829413
2013,Guanajuato,Número de enfermeros y parteros,11,22.2160304441771
2012,Guanajuato,Número de enfermeros y parteros,11,22.2493455456077
2021,Guanajuato,Número de dentistas,11,0.69419621710828
2020,Guanajuato,Número de dentistas,11,0.66472120645293
2019,Guanajuato,Número de dentistas,11,0.79044750667264
2018,Guanajuato,Número de dentistas,11,0.69476174167778
2017,Guanajuato,Número de dentistas,11,0.79721795691359
2016,Guanajuato,Número de dentistas,11,0.79866784204784
2015,Guanajuato,Número de dentistas,11,0.80767299461877
2014,Guanajuato,Número de dentistas,11,0.79720353972028
2013,Guanajuato,Número de dentistas,11,0.79040295157563
2012,Guanajuato,Número de dentistas,11,0.79067487519259
2021,Guanajuato,Número de personal farmacéutico,11,0.0398048289626304
2020,Guanajuato,Número de personal farmacéutico,11,0.0433513830295392
2019,Guanajuato,Número de personal farmacéutico,11,0.0437337759839371
2018,Guanajuato,Número de personal farmacéutico,11,0.0343294037064313
2017,Guanajuato,Número de personal farmacéutico,11,0.0264088764194977
2016,Guanajuato,Número de personal farmacéutico,11,0.0416841253678416
2015,Guanajuato,Número de personal farmacéutico,11,0.0590157720493884
2014,Guanajuato,Número de personal farmacéutico,11,0.0734041803168568
2013,Guanajuato,Número de personal farmacéutico,11,0.0743705184195884
2012,Guanajuato,Número de personal farmacéutico,11,0.0753858528454127
2021,Guerrero,Número de personal sanitario,12,55.1162409753356
2020,Guerrero,Número de personal sanitario,12,53.0892676278791
2019,Guerrero,Número de personal sanitario,12,52.3741387836466
2018,Guerrero,Número de personal sanitario,12,53.3978670056448
2017,Guerrero,Número de personal sanitario,12,51.5128902582866
2016,Guerrero,Número de personal sanitario,12,47.3770546944648
2015,Guerrero,Número de personal sanitario,12,45.3979654374891
2014,Guerrero,Número de personal sanitario,12,42.874458191913
2013,Guerrero,Número de personal sanitario,12,37.4205179290216
2012,Guerrero,Número de personal sanitario,12,36.4138767477517
2021,Guerrero,Número de médicos,12,22.9273968492
2020,Guerrero,Número de médicos,12,22.020493031538
2019,Guerrero,Número de médicos,12,21.9567977159003
2018,Guerrero,Número de médicos,12,22.701394289883
2017,Guerrero,Número de médicos,12,21.9741848980187
2016,Guerrero,Número de médicos,12,20.490305119574
2015,Guerrero,Número de médicos,12,19.979913839767
2014,Guerrero,Número de médicos,12,19.3087098949396
2013,Guerrero,Número de médicos,12,16.6603443232402
2012,Guerrero,Número de médicos,12,16.3905352525229
2021,Guerrero,Número de enfermeros y parteros,12,30.5616857905468
2020,Guerrero,Número de enfermeros y parteros,12,29.493733743719
2019,Guerrero,Número de enfermeros y parteros,12,28.6912036145154
2018,Guerrero,Número de enfermeros y parteros,12,29.0159083326515
2017,Guerrero,Número de enfermeros y parteros,12,27.8232691179144
2016,Guerrero,Número de enfermeros y parteros,12,25.4078671541048
2015,Guerrero,Número de enfermeros y parteros,12,23.9026425155567
2014,Guerrero,Número de enfermeros y parteros,12,22.1805215153593
2013,Guerrero,Número de enfermeros y parteros,12,19.7160648334803
2012,Guerrero,Número de enfermeros y parteros,12,19.0421977619625
2021,Guerrero,Número de dentistas,12,1.59445163537589
2020,Guerrero,Número de dentistas,12,1.53949305560113
2019,Guerrero,Número de dentistas,12,1.69046211635978
2018,Guerrero,Número de dentistas,12,1.66127921805819
2017,Guerrero,Número de dentistas,12,1.69606841381081
2016,Guerrero,Número de dentistas,12,1.46220329573951
2015,Guerrero,Número de dentistas,12,1.48744950500365
2014,Guerrero,Número de dentistas,12,1.3542562641391
2013,Guerrero,Número de dentistas,12,1.00154999082149
2012,Guerrero,Número de dentistas,12,0.93823657291929
2021,Guerrero,Número de personal farmacéutico,12,0.0327067002128388
2020,Guerrero,Número de personal farmacéutico,12,0.0355477970209852
2019,Guerrero,Número de personal farmacéutico,12,0.035675336871229
2018,Guerrero,Número de personal farmacéutico,12,0.0192851650520851
2017,Guerrero,Número de personal farmacéutico,12,0.0193678285427009
2016,Guerrero,Número de personal farmacéutico,12,0.0166791250464583
2015,Guerrero,Número de personal farmacéutico,12,0.0279595771617227
2014,Guerrero,Número de personal farmacéutico,12,0.0309705174751145
2013,Guerrero,Número de personal farmacéutico,12,0.0425587814796667
2012,Guerrero,Número de personal farmacéutico,12,0.0429071603469187
2021,Hidalgo,Número de personal sanitario,13,51.3270678919892
2020,Hidalgo,Número de personal sanitario,13,50.0904933686796
2019,Hidalgo,Número de personal sanitario,13,45.6580741595427
2018,Hidalgo,Número de personal sanitario,13,46.7876339716109
2017,Hidalgo,Número de personal sanitario,13,46.6580382327185
2016,Hidalgo,Número de personal sanitario,13,46.4141970275858
2015,Hidalgo,Número de personal sanitario,13,46.0907847745901
2014,Hidalgo,Número de personal sanitario,13,45.5365920792211
2013,Hidalgo,Número de personal sanitario,13,43.790594498669
2012,Hidalgo,Número de personal sanitario,13,44.3731597516631
2021,Hidalgo,Número de médicos,13,22.8394399227259
2020,Hidalgo,Número de médicos,13,22.2134814059293
2019,Hidalgo,Número de médicos,13,20.3099596160906
2018,Hidalgo,Número de médicos,13,20.9305241953409
2017,Hidalgo,Número de médicos,13,20.4737755959985
2016,Hidalgo,Número de médicos,13,20.5461086255545
2015,Hidalgo,Número de médicos,13,20.5104682022214
2014,Hidalgo,Número de médicos,13,20.1172409861505
2013,Hidalgo,Número de médicos,13,18.8890860692103
2012,Hidalgo,Número de médicos,13,19.1596630176703
2021,Hidalgo,Número de enfermeros y parteros,13,27.4047649178001
2020,Hidalgo,Número de enfermeros y parteros,13,26.7300498248129
2019,Hidalgo,Número de enfermeros y parteros,13,24.1844548172235
2018,Hidalgo,Número de enfermeros y parteros,13,24.6826913953616
2017,Hidalgo,Número de enfermeros y parteros,13,24.8977234975457
2016,Hidalgo,Número de enfermeros y parteros,13,24.5546074597551
2015,Hidalgo,Número de enfermeros y parteros,13,24.2697435243034
2014,Hidalgo,Número de enfermeros y parteros,13,24.1148081709854
2013,Hidalgo,Número de enfermeros y parteros,13,23.6095829636202
2012,Hidalgo,Número de enfermeros y parteros,13,23.8585910927206
2021,Hidalgo,Número de dentistas,13,0.98675094630377
2020,Hidalgo,Número de dentistas,13,0.99144184804761
2019,Hidalgo,Número de dentistas,13,1.10137934651492
2018,Hidalgo,Número de dentistas,13,1.11470219204859
2017,Hidalgo,Número de dentistas,13,1.23951159883896
2016,Hidalgo,Número de dentistas,13,1.22160533232429
2015,Hidalgo,Número de dentistas,13,1.22435113700834
2014,Hidalgo,Número de dentistas,13,1.23459423993587
2013,Hidalgo,Número de dentistas,13,1.21384205856256
2012,Hidalgo,Número de dentistas,13,1.26842230246755
2021,Hidalgo,Número de personal farmacéutico,13,0.096112105159458
2020,Hidalgo,Número de personal farmacéutico,13,0.15552028988982
2019,Hidalgo,Número de personal farmacéutico,13,0.0622803797136414
2018,Hidalgo,Número de personal farmacéutico,13,0.0597161888597459
2017,Hidalgo,Número de personal farmacéutico,13,0.0470275403353534
2016,Hidalgo,Número de personal farmacéutico,13,0.0918756099519661
2015,Hidalgo,Número de personal farmacéutico,13,0.0862219110569254
2014,Hidalgo,Número de personal farmacéutico,13,0.0699486821493411
2013,Hidalgo,Número de personal farmacéutico,13,0.0780834072759539
2012,Hidalgo,Número de personal farmacéutico,13,0.0864833388046057
2021,Jalisco,Número de personal sanitario,14,60.0944127094648
2020,Jalisco,Número de personal sanitario,14,57.3041132417081
2019,Jalisco,Número de personal sanitario,14,57.4359220735545
2018,Jalisco,Número de personal sanitario,14,58.7899659072331
2017,Jalisco,Número de personal sanitario,14,58.7667210280311
2016,Jalisco,Número de personal sanitario,14,59.2555445009313
2015,Jalisco,Número de personal sanitario,14,60.3743617293001
2014,Jalisco,Número de personal sanitario,14,57.1655594338737
2013,Jalisco,Número de personal sanitario,14,53.5309440915467
2012,Jalisco,Número de personal sanitario,14,52.9877191313335
2021,Jalisco,Número de médicos,14,30.4046518080851
2020,Jalisco,Número de médicos,14,28.513525999106
2019,Jalisco,Número de médicos,14,28.5762329145548
2018,Jalisco,Número de médicos,14,29.7026662609536
2017,Jalisco,Número de médicos,14,29.3612723749781
2016,Jalisco,Número de médicos,14,30.0336831573662
2015,Jalisco,Número de médicos,14,30.7497607151997
2014,Jalisco,Número de médicos,14,29.1227486630051
2013,Jalisco,Número de médicos,14,25.8926080058292
2012,Jalisco,Número de médicos,14,25.552235071179
2021,Jalisco,Número de enfermeros y parteros,14,29.0196242853741
2020,Jalisco,Número de enfermeros y parteros,14,28.1270671830708
2019,Jalisco,Número de enfermeros y parteros,14,28.0081193398833
2018,Jalisco,Número de enfermeros y parteros,14,28.4537269187453
2017,Jalisco,Número de enfermeros y parteros,14,28.5832790333249
2016,Jalisco,Número de enfermeros y parteros,14,28.3889371278762
2015,Jalisco,Número de enfermeros y parteros,14,28.7392912046417
2014,Jalisco,Número de enfermeros y parteros,14,27.234763124517
2013,Jalisco,Número de enfermeros y parteros,14,26.8767509543292
2012,Jalisco,Número de enfermeros y parteros,14,26.7291027784765
2021,Jalisco,Número de dentistas,14,0.65482593760828
2020,Jalisco,Número de dentistas,14,0.63973797854452
2019,Jalisco,Número de dentistas,14,0.83595570395638
2018,Jalisco,Número de dentistas,14,0.62264905981813
2017,Jalisco,Número de dentistas,14,0.80008148069067
2016,Jalisco,Número de dentistas,14,0.8130631315592
2015,Jalisco,Número de dentistas,14,0.85768312036923
2014,Jalisco,Número de dentistas,14,0.79280146434496
2013,Jalisco,Número de dentistas,14,0.7538663631647
2012,Jalisco,Número de dentistas,14,0.6933484167024
2021,Jalisco,Número de personal farmacéutico,14,0.0153106783973159
2020,Jalisco,Número de personal farmacéutico,14,0.0237820809867851
2019,Jalisco,Número de personal farmacéutico,14,0.0156141151601047
2018,Jalisco,Número de personal farmacéutico,14,0.0109236677161075
2017,Jalisco,Número de personal farmacéutico,14,0.0220881390374725
2016,Jalisco,Número de personal farmacéutico,14,0.0198610841296904
2015,Jalisco,Número de personal farmacéutico,14,0.0276266890894921
2014,Jalisco,Número de personal farmacéutico,14,0.0152461820066339
2013,Jalisco,Número de personal farmacéutico,14,0.0077187682235294
2012,Jalisco,Número de personal farmacéutico,14,0.013032864975609
2021,México,Número de personal sanitario,15,40.4017876289898
2020,México,Número de personal sanitario,15,40.9524099154282
2019,México,Número de personal sanitario,15,39.6206534659287
2018,México,Número de personal sanitario,15,38.9683423477953
2017,México,Número de personal sanitario,15,39.0834941672189
2016,México,Número de personal sanitario,15,41.2071841029173
2015,México,Número de personal sanitario,15,38.864984670858
2014,México,Número de personal sanitario,15,37.6216689685793
2013,México,Número de personal sanitario,15,36.4448131823697
2012,México,Número de personal sanitario,15,35.3979738940812
2021,México,Número de médicos,15,18.2225860654762
2020,México,Número de médicos,15,18.2501625277789
2019,México,Número de médicos,15,17.8608384272558
2018,México,Número de médicos,15,17.4617947024348
2017,México,Número de médicos,15,17.2628304636678
2016,México,Número de médicos,15,18.475849840769
2015,México,Número de médicos,15,17.6708747760676
2014,México,Número de médicos,15,16.9866192830256
2013,México,Número de médicos,15,16.5021585262379
2012,México,Número de médicos,15,16.2897302766802
2021,México,Número de enfermeros y parteros,15,21.3594749068491
2020,México,Número de enfermeros y parteros,15,21.8513075955127
2019,México,Número de enfermeros y parteros,15,20.7757931306457
2018,México,Número de enfermeros y parteros,15,20.7314841012892
2017,México,Número de enfermeros y parteros,15,20.8930838483556
2016,México,Número de enfermeros y parteros,15,21.7150364591584
2015,México,Número de enfermeros y parteros,15,20.2222877531934
2014,México,Número de enfermeros y parteros,15,19.7026319966485
2013,México,Número de enfermeros y parteros,15,19.0508820504135
2012,México,Número de enfermeros y parteros,15,18.2327915032726
2021,México,Número de dentistas,15,0.80438873585368
2020,México,Número de dentistas,15,0.82741414717529
2019,México,Número de dentistas,15,0.95444906341352
2018,México,Número de dentistas,15,0.74926717800536
2017,México,Número de dentistas,15,0.90622891223707
2016,México,Número de dentistas,15,0.97007516221596
2015,México,Número de dentistas,15,0.92867056432782
2014,México,Número de dentistas,15,0.89979845622404
2013,México,Número de dentistas,15,0.85747365934461
2012,México,Número de dentistas,15,0.84827201239008
2021,México,Número de personal farmacéutico,15,0.0153379208107693
2020,México,Número de personal farmacéutico,15,0.0235256449612946
2019,México,Número de personal farmacéutico,15,0.029572844613663
2018,México,Número de personal farmacéutico,15,0.0257963660659123
2017,México,Número de personal farmacéutico,15,0.0213509429584649
2016,México,Número de personal farmacéutico,15,0.0462226407739039
2015,México,Número de personal farmacéutico,15,0.0431515772691591
2014,México,Número de personal farmacéutico,15,0.0326192326811723
2013,México,Número de personal farmacéutico,15,0.0342989463737844
2012,México,Número de personal farmacéutico,15,0.0271801017382813
2021,Michoacán de Ocampo,Número de personal sanitario,16,46.2577841675318
2020,Michoacán de Ocampo,Número de personal sanitario,16,46.6054531012034
2019,Michoacán de Ocampo,Número de personal sanitario,16,44.7977943132866
2018,Michoacán de Ocampo,Número de personal sanitario,16,45.2024831623115
2017,Michoacán de Ocampo,Número de personal sanitario,16,45.5711407906396
2016,Michoacán de Ocampo,Número de personal sanitario,16,44.7337565576033
2015,Michoacán de Ocampo,Número de personal sanitario,16,44.7689985127237
2014,Michoacán de Ocampo,Número de personal sanitario,16,44.3032651408609
2013,Michoacán de Ocampo,Número de personal sanitario,16,44.2302219942596
2012,Michoacán de Ocampo,Número de personal sanitario,16,43.5477427087495
2021,Michoacán de Ocampo,Número de médicos,16,21.8350904127546
2020,Michoacán de Ocampo,Número de médicos,16,21.6147839319468
2019,Michoacán de Ocampo,Número de médicos,16,20.7221361872146
2018,Michoacán de Ocampo,Número de médicos,16,20.8576721887755
2017,Michoacán de Ocampo,Número de médicos,16,20.7672928056981
2016,Michoacán de Ocampo,Número de médicos,16,20.709400492526
2015,Michoacán de Ocampo,Número de médicos,16,20.6836476248791
2014,Michoacán de Ocampo,Número de médicos,16,20.4749110077042
2013,Michoacán de Ocampo,Número de médicos,16,20.7669499415065
2012,Michoacán de Ocampo,Número de médicos,16,20.6485550672526
2021,Michoacán de Ocampo,Número de enfermeros y parteros,16,23.2678445305332
2020,Michoacán de Ocampo,Número de enfermeros y parteros,16,23.8425780572433
2019,Michoacán de Ocampo,Número de enfermeros y parteros,16,22.8486071615118
2018,Michoacán de Ocampo,Número de enfermeros y parteros,16,23.2370821371473
2017,Michoacán de Ocampo,Número de enfermeros y parteros,16,23.4442108259309
2016,Michoacán de Ocampo,Número de enfermeros y parteros,16,22.6902625474697
2015,Michoacán de Ocampo,Número de enfermeros y parteros,16,22.7246695826584
2014,Michoacán de Ocampo,Número de enfermeros y parteros,16,22.4787182414483
2013,Michoacán de Ocampo,Número de enfermeros y parteros,16,22.277592948459
2012,Michoacán de Ocampo,Número de enfermeros y parteros,16,21.7383584143472
2021,Michoacán de Ocampo,Número de dentistas,16,1.04986293113084
2020,Michoacán de Ocampo,Número de dentistas,16,1.11078851270599
2019,Michoacán de Ocampo,Número de dentistas,16,1.18531453719415
2018,Michoacán de Ocampo,Número de dentistas,16,1.09091321837897
2017,Michoacán de Ocampo,Número de dentistas,16,1.24315734009227
2016,Michoacán de Ocampo,Número de dentistas,16,1.23590423471166
2015,Michoacán de Ocampo,Número de dentistas,16,1.24011460725829
2014,Michoacán de Ocampo,Número de dentistas,16,1.21054298177383
2013,Michoacán de Ocampo,Número de dentistas,16,1.1637220838442
2012,Michoacán de Ocampo,Número de dentistas,16,1.11643805211524
2021,Michoacán de Ocampo,Número de personal farmacéutico,16,0.104986293113084
2020,Michoacán de Ocampo,Número de personal farmacéutico,16,0.0373025993072907
2019,Michoacán de Ocampo,Número de personal farmacéutico,16,0.0417364273659911
2018,Michoacán de Ocampo,Número de personal farmacéutico,16,0.016815618009695
2017,Michoacán de Ocampo,Número de personal farmacéutico,16,0.116479818918356
2016,Michoacán de Ocampo,Número de personal farmacéutico,16,0.0981892828959179
2015,Michoacán de Ocampo,Número de personal farmacéutico,16,0.120566697927889
2014,Michoacán de Ocampo,Número de personal farmacéutico,16,0.139092909934515
2013,Michoacán de Ocampo,Número de personal farmacéutico,16,0.0219570204498906
2012,Michoacán de Ocampo,Número de personal farmacéutico,16,0.0443911750344032
2021,Morelos,Número de personal sanitario,17,45.1861343312927
2020,Morelos,Número de personal sanitario,17,46.4125773339113
2019,Morelos,Número de personal sanitario,17,46.7277243583405
2018,Morelos,Número de personal sanitario,17,47.3525226102922
2017,Morelos,Número de personal sanitario,17,48.0043439001874
2016,Morelos,Número de personal sanitario,17,47.5414088075154
2015,Morelos,Número de personal sanitario,17,46.9669853224933
2014,Morelos,Número de personal sanitario,17,46.2925542467908
2013,Morelos,Número de personal sanitario,17,44.8162724420637
2012,Morelos,Número de personal sanitario,17,41.1658603556838
2021,Morelos,Número de médicos,17,20.0482902295093
2020,Morelos,Número de médicos,17,19.6716531526992
2019,Morelos,Número de médicos,17,20.4789159128395
2018,Morelos,Número de médicos,17,20.9344837635283
2017,Morelos,Número de médicos,17,21.3352639556388
2016,Morelos,Número de médicos,17,21.0465248933733
2015,Morelos,Número de médicos,17,20.3470076482578
2014,Morelos,Número de médicos,17,19.9551350619386
2013,Morelos,Número de médicos,17,18.9568415198469
2012,Morelos,Número de médicos,17,17.6000924274793
2021,Morelos,Número de enfermeros y parteros,17,24.387243863722
2020,Morelos,Número de enfermeros y parteros,17,25.9630597566214
2019,Morelos,Número de enfermeros y parteros,17,25.3934601951578
2018,Morelos,Número de enfermeros y parteros,17,25.7032271996329
2017,Morelos,Número de enfermeros y parteros,17,25.80960248662
2016,Morelos,Número de enfermeros y parteros,17,25.6303086329121
2015,Morelos,Número de enfermeros y parteros,17,25.692759148513
2014,Morelos,Número de enfermeros y parteros,17,25.4136675354831
2013,Morelos,Número de enfermeros y parteros,17,24.9493748020894
2012,Morelos,Número de enfermeros y parteros,17,22.6965609095469
2021,Morelos,Número de dentistas,17,0.75060023806134
2020,Morelos,Número de dentistas,17,0.75829550824879
2019,Morelos,Número de dentistas,17,0.85534825034313
2018,Morelos,Número de dentistas,17,0.70981296428391
2017,Morelos,Número de dentistas,17,0.83925445891849
2016,Morelos,Número de dentistas,17,0.84922779103062
2015,Morelos,Número de dentistas,17,0.92203853395873
2014,Morelos,Número de dentistas,17,0.9185030604522
2013,Morelos,Número de dentistas,17,0.91005612012741
2012,Morelos,Número de dentistas,17,0.8638082172996
2021,Morelos,Número de personal farmacéutico,17,0.0
2020,Morelos,Número de personal farmacéutico,17,0.0195689163419042
2019,Morelos,Número de personal farmacéutico,17,0.0
2018,Morelos,Número de personal farmacéutico,17,0.0049986828470698
2017,Morelos,Número de personal farmacéutico,17,0.0202229990100842
2016,Morelos,Número de personal farmacéutico,17,0.0153474901993485
2015,Morelos,Número de personal farmacéutico,17,0.0051799917638131
2014,Morelos,Número de personal farmacéutico,17,0.0052485889168697
2013,Morelos,Número de personal farmacéutico,17,0.0
2012,Morelos,Número de personal farmacéutico,17,0.0053988013581225
2021,Nayarit,Número de personal sanitario,18,58.4621156150351
2020,Nayarit,Número de personal sanitario,18,55.4723022635152
2019,Nayarit,Número de personal sanitario,18,51.7768127393468
2018,Nayarit,Número de personal sanitario,18,52.4288884293132
2017,Nayarit,Número de personal sanitario,18,50.3276280764779
2016,Nayarit,Número de personal sanitario,18,50.9868461675889
2015,Nayarit,Número de personal sanitario,18,52.6649502041854
2014,Nayarit,Número de personal sanitario,18,48.8806093878998
2013,Nayarit,Número de personal sanitario,18,49.2634700340562
2012,Nayarit,Número de personal sanitario,18,51.0686189985126
2021,Nayarit,Número de médicos,18,26.1762668003935
2020,Nayarit,Número de médicos,18,24.8647532809601
2019,Nayarit,Número de médicos,18,22.6577662071104
2018,Nayarit,Número de médicos,18,22.5733273819172
2017,Nayarit,Número de médicos,18,21.4311883772278
2016,Nayarit,Número de médicos,18,21.9244261818649
2015,Nayarit,Número de médicos,18,24.4671187019127
2014,Nayarit,Número de médicos,18,22.1233859153445
2013,Nayarit,Número de médicos,18,22.4388834536158
2012,Nayarit,Número de médicos,18,23.935938340741
2021,Nayarit,Número de enfermeros y parteros,18,30.9154037262325
2020,Nayarit,Número de enfermeros y parteros,18,29.6219610716057
2019,Nayarit,Número de enfermeros y parteros,18,27.6867042433534
2018,Nayarit,Número de enfermeros y parteros,18,28.6418554364829
2017,Nayarit,Número de enfermeros y parteros,18,27.9075573308606
2016,Nayarit,Número de enfermeros y parteros,18,28.1073942864764
2015,Nayarit,Número de enfermeros y parteros,18,27.1020391775033
2014,Nayarit,Número de enfermeros y parteros,18,25.6093921510444
2013,Nayarit,Número de enfermeros y parteros,18,25.6567958070256
2012,Nayarit,Número de enfermeros y parteros,18,25.9085837374761
2021,Nayarit,Número de dentistas,18,1.347476734972
