Year,Serie de tiempo,Entidad federativa,Municipios,Sexo,Poblaciones,GeoCode,Value
2020,Censo de Población y Vivienda,México,Toluca,Hombres,,15106,99.63911435
2020,Censo de Población y Vivienda,México,Toluca,Mujeres,,15106,99.65857319
2020,Censo de Población y Vivienda,México,Toluca,,Hablantes de lengua indigena,15106,99.17184265
2020,Censo de Población y Vivienda,México,Toluca,,Discapacidad,15106,99.29896396
2020,Censo de Población y Vivienda,México,Toluca,,Afromexicana o afrodescendiente,15106,99.7091185
2020,Censo de Población y Vivienda,México,Toluca,,Residentes en otra entidad 5 años atrás,15106,99.90102276
2020,Censo de Población y Vivienda,México,Tonatico,Total,,15107,99.81977746
2020,Censo de Población y Vivienda,México,Tonatico,Hombres,,15107,99.75661204
2020,Censo de Población y Vivienda,México,Tonatico,Mujeres,,15107,99.87876951
2020,Censo de Población y Vivienda,México,Tonatico,,Hablantes de lengua indigena,15107,100.0
2020,Censo de Población y Vivienda,México,Tonatico,,Discapacidad,15107,99.73045822
2020,Censo de Población y Vivienda,México,Tonatico,,Afromexicana o afrodescendiente,15107,100.0
2020,Censo de Población y Vivienda,México,Tonatico,,Residentes en otra entidad 5 años atrás,15107,99.56709957
2020,Censo de Población y Vivienda,México,Tultepec,Total,,15108,99.85952467
2020,Censo de Población y Vivienda,México,Tultepec,Hombres,,15108,99.85186918
2020,Censo de Población y Vivienda,México,Tultepec,Mujeres,,15108,99.86685581
2020,Censo de Población y Vivienda,México,Tultepec,,Hablantes de lengua indigena,15108,100.0
2020,Censo de Población y Vivienda,México,Tultepec,,Discapacidad,15108,99.76595413
2020,Censo de Población y Vivienda,México,Tultepec,,Afromexicana o afrodescendiente,15108,100.0
2020,Censo de Población y Vivienda,México,Tultepec,,Residentes en otra entidad 5 años atrás,15108,99.88620199
2020,Censo de Población y Vivienda,México,Tultitlán,Total,,15109,99.84094132
2020,Censo de Población y Vivienda,México,Tultitlán,Hombres,,15109,99.83361197
2020,Censo de Población y Vivienda,México,Tultitlán,Mujeres,,15109,99.84790759
2020,Censo de Población y Vivienda,México,Tultitlán,,Hablantes de lengua indigena,15109,99.79368682
2020,Censo de Población y Vivienda,México,Tultitlán,,Discapacidad,15109,99.87262266
2020,Censo de Población y Vivienda,México,Tultitlán,,Afromexicana o afrodescendiente,15109,99.89841986
2020,Censo de Población y Vivienda,México,Tultitlán,,Residentes en otra entidad 5 años atrás,15109,99.81642019
2020,Censo de Población y Vivienda,México,Valle de Bravo,Total,,15110,99.34648017
2020,Censo de Población y Vivienda,México,Valle de Bravo,Hombres,,15110,99.30768971
2020,Censo de Población y Vivienda,México,Valle de Bravo,Mujeres,,15110,99.38301053
2020,Censo de Población y Vivienda,México,Valle de Bravo,,Hablantes de lengua indigena,15110,96.0
2020,Censo de Población y Vivienda,México,Valle de Bravo,,Discapacidad,15110,98.47473785
2020,Censo de Población y Vivienda,México,Valle de Bravo,,Afromexicana o afrodescendiente,15110,99.82206406
2020,Censo de Población y Vivienda,México,Valle de Bravo,,Residentes en otra entidad 5 años atrás,15110,100.0
2020,Censo de Población y Vivienda,México,Villa de Allende,Total,,15111,98.1915493
2020,Censo de Población y Vivienda,México,Villa de Allende,Hombres,,15111,98.11451974
2020,Censo de Población y Vivienda,México,Villa de Allende,Mujeres,,15111,98.26439638
2020,Censo de Población y Vivienda,México,Villa de Allende,,Hablantes de lengua indigena,15111,98.89439573
2020,Censo de Población y Vivienda,México,Villa de Allende,,Discapacidad,15111,97.04902427
2020,Censo de Población y Vivienda,México,Villa de Allende,,Afromexicana o afrodescendiente,15111,98.1595092
2020,Censo de Población y Vivienda,México,Villa de Allende,,Residentes en otra entidad 5 años atrás,15111,97.21362229
2020,Censo de Población y Vivienda,México,Villa del Carbón,Total,,15112,97.67872096
2020,Censo de Población y Vivienda,México,Villa del Carbón,Hombres,,15112,97.59140122
2020,Censo de Población y Vivienda,México,Villa del Carbón,Mujeres,,15112,97.76480142
2020,Censo de Población y Vivienda,México,Villa del Carbón,,Hablantes de lengua indigena,15112,97.4852071
2020,Censo de Población y Vivienda,México,Villa del Carbón,,Discapacidad,15112,97.125465
2020,Censo de Población y Vivienda,México,Villa del Carbón,,Afromexicana o afrodescendiente,15112,98.50746269
2020,Censo de Población y Vivienda,México,Villa del Carbón,,Residentes en otra entidad 5 años atrás,15112,98.87640449
2020,Censo de Población y Vivienda,México,Villa Guerrero,Total,,15113,99.39026161
2020,Censo de Población y Vivienda,México,Villa Guerrero,Hombres,,15113,99.34198826
2020,Censo de Población y Vivienda,México,Villa Guerrero,Mujeres,,15113,99.43660369
2020,Censo de Población y Vivienda,México,Villa Guerrero,,Hablantes de lengua indigena,15113,97.82608696
2020,Censo de Población y Vivienda,México,Villa Guerrero,,Discapacidad,15113,99.05308465
2020,Censo de Población y Vivienda,México,Villa Guerrero,,Afromexicana o afrodescendiente,15113,96.68674699
2020,Censo de Población y Vivienda,México,Villa Guerrero,,Residentes en otra entidad 5 años atrás,15113,99.83193277
2020,Censo de Población y Vivienda,México,Villa Victoria,Total,,15114,98.23200333
2020,Censo de Población y Vivienda,México,Villa Victoria,Hombres,,15114,98.14361562
2020,Censo de Población y Vivienda,México,Villa Victoria,Mujeres,,15114,98.31731206
2020,Censo de Población y Vivienda,México,Villa Victoria,,Hablantes de lengua indigena,15114,97.62568276
2020,Censo de Población y Vivienda,México,Villa Victoria,,Discapacidad,15114,98.26744754
2020,Censo de Población y Vivienda,México,Villa Victoria,,Afromexicana o afrodescendiente,15114,93.96551724
2020,Censo de Población y Vivienda,México,Villa Victoria,,Residentes en otra entidad 5 años atrás,15114,98.125
2020,Censo de Población y Vivienda,México,Xonacatlán,Total,,15115,99.73219363
2020,Censo de Población y Vivienda,México,Xonacatlán,Hombres,,15115,99.69665194
2020,Censo de Población y Vivienda,México,Xonacatlán,Mujeres,,15115,99.76631314
2020,Censo de Población y Vivienda,México,Xonacatlán,,Hablantes de lengua indigena,15115,99.70972424
2020,Censo de Población y Vivienda,México,Xonacatlán,,Discapacidad,15115,99.25990422
2020,Censo de Población y Vivienda,México,Xonacatlán,,Afromexicana o afrodescendiente,15115,99.66666667
2020,Censo de Población y Vivienda,México,Xonacatlán,,Residentes en otra entidad 5 años atrás,15115,99.61165049
2020,Censo de Población y Vivienda,México,Zacazonapan,Total,,15116,99.58807375
2020,Censo de Población y Vivienda,México,Zacazonapan,Hombres,,15116,99.49396652
2020,Censo de Población y Vivienda,México,Zacazonapan,Mujeres,,15116,99.68366943
2020,Censo de Población y Vivienda,México,Zacazonapan,,Hablantes de lengua indigena,15116,100.0
2020,Censo de Población y Vivienda,México,Zacazonapan,,Discapacidad,15116,98.91304348
2020,Censo de Población y Vivienda,México,Zacazonapan,,Afromexicana o afrodescendiente,15116,100.0
2020,Censo de Población y Vivienda,México,Zacazonapan,,Residentes en otra entidad 5 años atrás,15116,100.0
2020,Censo de Población y Vivienda,México,Zacualpan,Total,,15117,97.72727273
2020,Censo de Población y Vivienda,México,Zacualpan,Hombres,,15117,97.61533666
2020,Censo de Población y Vivienda,México,Zacualpan,Mujeres,,15117,97.8291714
2020,Censo de Población y Vivienda,México,Zacualpan,,Hablantes de lengua indigena,15117,100.0
2020,Censo de Población y Vivienda,México,Zacualpan,,Discapacidad,15117,97.84615385
2020,Censo de Población y Vivienda,México,Zacualpan,,Afromexicana o afrodescendiente,15117,98.86363636
2020,Censo de Población y Vivienda,México,Zacualpan,,Residentes en otra entidad 5 años atrás,15117,98.7654321
2020,Censo de Población y Vivienda,México,Zinacantepec,Total,,15118,99.57477595
2020,Censo de Población y Vivienda,México,Zinacantepec,Hombres,,15118,99.53957532
2020,Censo de Población y Vivienda,México,Zinacantepec,Mujeres,,15118,99.6082498
2020,Censo de Población y Vivienda,México,Zinacantepec,,Hablantes de lengua indigena,15118,98.06451613
2020,Censo de Población y Vivienda,México,Zinacantepec,,Discapacidad,15118,99.40181166
2020,Censo de Población y Vivienda,México,Zinacantepec,,Afromexicana o afrodescendiente,15118,99.84939759
2020,Censo de Población y Vivienda,México,Zinacantepec,,Residentes en otra entidad 5 años atrás,15118,99.36908517
2020,Censo de Población y Vivienda,México,Zumpahuacán,Total,,15119,99.19286321
2020,Censo de Población y Vivienda,México,Zumpahuacán,Hombres,,15119,99.16373239
2020,Censo de Población y Vivienda,México,Zumpahuacán,Mujeres,,15119,99.22003284
2020,Censo de Población y Vivienda,México,Zumpahuacán,,Hablantes de lengua indigena,15119,95.83333333
2020,Censo de Población y Vivienda,México,Zumpahuacán,,Discapacidad,15119,98.26187717
2020,Censo de Población y Vivienda,México,Zumpahuacán,,Afromexicana o afrodescendiente,15119,98.30508475
2020,Censo de Población y Vivienda,México,Zumpahuacán,,Residentes en otra entidad 5 años atrás,15119,99.23664122
2020,Censo de Población y Vivienda,México,Zumpango,Total,,15120,99.82404315
2020,Censo de Población y Vivienda,México,Zumpango,Hombres,,15120,99.8158582
2020,Censo de Población y Vivienda,México,Zumpango,Mujeres,,15120,99.8318284
2020,Censo de Población y Vivienda,México,Zumpango,,Hablantes de lengua indigena,15120,99.61182443
2020,Censo de Población y Vivienda,México,Zumpango,,Discapacidad,15120,99.67770949
2020,Censo de Población y Vivienda,México,Zumpango,,Afromexicana o afrodescendiente,15120,99.76455479
2020,Censo de Población y Vivienda,México,Zumpango,,Residentes en otra entidad 5 años atrás,15120,99.83560006
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,Total,,15121,99.92088736
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,Hombres,,15121,99.91349449
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,Mujeres,,15121,99.92783325
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,,Hablantes de lengua indigena,15121,99.83671565
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,,Discapacidad,15121,99.95158948
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,,Afromexicana o afrodescendiente,15121,99.91670137
2020,Censo de Población y Vivienda,México,Cuautitlán Izcalli,,Residentes en otra entidad 5 años atrás,15121,99.82653946
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,Total,,15122,99.80911538
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,Hombres,,15122,99.79853557
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,Mujeres,,15122,99.81913664
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,,Hablantes de lengua indigena,15122,99.67435802
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,,Discapacidad,15122,99.87769886
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,,Afromexicana o afrodescendiente,15122,99.87063389
2020,Censo de Población y Vivienda,México,Valle de Chalco Solidaridad,,Residentes en otra entidad 5 años atrás,15122,99.66096698
2020,Censo de Población y Vivienda,México,Luvianos,Total,,15123,98.5347731
2020,Censo de Población y Vivienda,México,Luvianos,Hombres,,15123,98.39385971
2020,Censo de Población y Vivienda,México,Luvianos,Mujeres,,15123,98.66938221
2020,Censo de Población y Vivienda,México,Luvianos,,Hablantes de lengua indigena,15123,95.23809524
2020,Censo de Población y Vivienda,México,Luvianos,,Discapacidad,15123,98.16082121
2020,Censo de Población y Vivienda,México,Luvianos,,Afromexicana o afrodescendiente,15123,98.61111111
2020,Censo de Población y Vivienda,México,Luvianos,,Residentes en otra entidad 5 años atrás,15123,99.64285714
2020,Censo de Población y Vivienda,México,San José del Rincón,Total,,15124,98.64601354
2020,Censo de Población y Vivienda,México,San José del Rincón,Hombres,,15124,98.59764437
2020,Censo de Población y Vivienda,México,San José del Rincón,Mujeres,,15124,98.69246452
2020,Censo de Población y Vivienda,México,San José del Rincón,,Hablantes de lengua indigena,15124,98.39287201
2020,Censo de Población y Vivienda,México,San José del Rincón,,Discapacidad,15124,98.21782178
2020,Censo de Población y Vivienda,México,San José del Rincón,,Afromexicana o afrodescendiente,15124,99.08456844
2020,Censo de Población y Vivienda,México,San José del Rincón,,Residentes en otra entidad 5 años atrás,15124,98.88059701
2020,Censo de Población y Vivienda,México,Tonanitla,Total,,15125,99.81821854
2020,Censo de Población y Vivienda,México,Tonanitla,Hombres,,15125,99.80670993
2020,Censo de Población y Vivienda,México,Tonanitla,Mujeres,,15125,99.82917214
2020,Censo de Población y Vivienda,México,Tonanitla,,Hablantes de lengua indigena,15125,100.0
2020,Censo de Población y Vivienda,México,Tonanitla,,Discapacidad,15125,100.0
2020,Censo de Población y Vivienda,México,Tonanitla,,Afromexicana o afrodescendiente,15125,100.0
2020,Censo de Población y Vivienda,México,Tonanitla,,Residentes en otra entidad 5 años atrás,15125,99.42028986
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,Total,,16,99.43020812
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,Hombres,,16,99.37182719
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,Mujeres,,16,99.4851562
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,,Hablantes de lengua indigena,16,98.32709505
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,,Discapacidad,16,99.32308676
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,,Afromexicana o afrodescendiente,16,99.48448661
2020,Censo de Población y Vivienda,Michoacán de Ocampo,,,Residentes en otra entidad 5 años atrás,16,99.46219657
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,Total,,16001,98.94578313
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,Hombres,,16001,98.96080219
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,Mujeres,,16001,98.93158711
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,,Hablantes de lengua indigena,16001,80.95238095
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,,Discapacidad,16001,98.98255814
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,,Afromexicana o afrodescendiente,16001,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Acuitzio,,Residentes en otra entidad 5 años atrás,16001,96.02649007
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,Total,,16002,95.65604659
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,Hombres,,16002,95.43762922
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,Mujeres,,16002,95.8719346
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,,Hablantes de lengua indigena,16002,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,,Discapacidad,16002,97.78296383
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,,Afromexicana o afrodescendiente,16002,97.83393502
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aguililla,,Residentes en otra entidad 5 años atrás,16002,99.50248756
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,Total,,16003,99.67347294
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,Hombres,,16003,99.64295278
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,Mujeres,,16003,99.70253272
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,,Hablantes de lengua indigena,16003,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,,Discapacidad,16003,99.5162405
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,,Afromexicana o afrodescendiente,16003,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Álvaro Obregón,,Residentes en otra entidad 5 años atrás,16003,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,Total,,16004,99.63831212
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,Hombres,,16004,99.61057024
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,Mujeres,,16004,99.66408269
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,,Hablantes de lengua indigena,16004,90.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,,Discapacidad,16004,99.53917051
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,,Afromexicana o afrodescendiente,16004,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angamacutiro,,Residentes en otra entidad 5 años atrás,16004,97.93814433
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,Total,,16005,99.59588538
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,Hombres,,16005,99.56373293
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,Mujeres,,16005,99.62606838
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,,Hablantes de lengua indigena,16005,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,,Discapacidad,16005,98.73188406
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,,Afromexicana o afrodescendiente,16005,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Angangueo,,Residentes en otra entidad 5 años atrás,16005,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,Total,,16006,99.62045705
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,Hombres,,16006,99.53552578
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,Mujeres,,16006,99.70237629
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,,Hablantes de lengua indigena,16006,99.51495554
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,,Discapacidad,16006,99.34469201
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,,Afromexicana o afrodescendiente,16006,99.50310559
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Apatzingán,,Residentes en otra entidad 5 años atrás,16006,99.74811083
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,Total,,16007,99.60227273
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,Hombres,,16007,99.57983193
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,Mujeres,,16007,99.62243797
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,,Hablantes de lengua indigena,16007,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,,Discapacidad,16007,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,,Afromexicana o afrodescendiente,16007,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aporo,,Residentes en otra entidad 5 años atrás,16007,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,Total,,16008,89.13812477
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,Hombres,,16008,88.32630098
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,Mujeres,,16008,89.95980573
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,,Hablantes de lengua indigena,16008,87.18882817
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,,Discapacidad,16008,89.60359013
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,,Afromexicana o afrodescendiente,16008,88.31168831
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Aquila,,Residentes en otra entidad 5 años atrás,16008,96.35036496
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,Total,,16009,99.01558427
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,Hombres,,16009,99.0133619
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,Mujeres,,16009,99.01773533
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,,Hablantes de lengua indigena,16009,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,,Discapacidad,16009,99.46524064
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,,Afromexicana o afrodescendiente,16009,99.47643979
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ario,,Residentes en otra entidad 5 años atrás,16009,99.63570128
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,Total,,16010,98.08929809
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,Hombres,,16010,97.83827062
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,Mujeres,,16010,98.33496572
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,,Hablantes de lengua indigena,16010,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,,Discapacidad,16010,97.57365685
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,,Afromexicana o afrodescendiente,16010,99.32432432
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Arteaga,,Residentes en otra entidad 5 años atrás,16010,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,Total,,16011,99.88851728
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,Hombres,,16011,99.87639061
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,Mujeres,,16011,99.89996666
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,,Hablantes de lengua indigena,16011,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,,Discapacidad,16011,99.72826087
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,,Afromexicana o afrodescendiente,16011,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Briseñas,,Residentes en otra entidad 5 años atrás,16011,99.57627119
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,Total,,16012,99.5843191
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,Hombres,,16012,99.50890117
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,Mujeres,,16012,99.66103207
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,,Hablantes de lengua indigena,16012,98.68680236
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,,Discapacidad,16012,99.25124792
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,,Afromexicana o afrodescendiente,16012,99.59016393
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Buenavista,,Residentes en otra entidad 5 años atrás,16012,99.05591866
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,Total,,16013,98.03812902
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,Hombres,,16013,97.72526502
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,Mujeres,,16013,98.35336004
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,,Hablantes de lengua indigena,16013,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,,Discapacidad,16013,97.81420765
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,,Afromexicana o afrodescendiente,16013,98.41269841
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Carácuaro,,Residentes en otra entidad 5 años atrás,16013,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,Total,,16014,99.44243431
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,Hombres,,16014,99.32659933
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,Mujeres,,16014,99.56342469
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,,Hablantes de lengua indigena,16014,99.45652174
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,,Discapacidad,16014,99.24528302
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,,Afromexicana o afrodescendiente,16014,99.07120743
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coahuayana,,Residentes en otra entidad 5 años atrás,16014,99.56331878
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,Total,,16015,96.45534041
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,Hombres,,16015,96.21615972
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,Mujeres,,16015,96.69258683
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,,Hablantes de lengua indigena,16015,80.95238095
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,,Discapacidad,16015,97.66990291
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,,Afromexicana o afrodescendiente,16015,99.8427673
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,,Residentes en otra entidad 5 años atrás,16015,99.59432049
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,Total,,16016,99.6417996
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,Hombres,,16016,99.60657722
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,Mujeres,,16016,99.67346939
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,,Hablantes de lengua indigena,16016,99.34160547
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,,Discapacidad,16016,99.33774834
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,,Afromexicana o afrodescendiente,16016,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Coeneo,,Residentes en otra entidad 5 años atrás,16016,98.78787879
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,Total,,16017,99.3321346
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,Hombres,,16017,99.23776885
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,Mujeres,,16017,99.42030586
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,,Hablantes de lengua indigena,16017,97.14285714
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,,Discapacidad,16017,98.85148515
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,,Afromexicana o afrodescendiente,16017,99.52380952
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Contepec,,Residentes en otra entidad 5 años atrás,16017,98.16176471
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,Total,,16018,99.62029322
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,Hombres,,16018,99.58623693
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,Mujeres,,16018,99.65228063
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,,Hablantes de lengua indigena,16018,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,,Discapacidad,16018,99.58677686
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,,Afromexicana o afrodescendiente,16018,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Copándaro,,Residentes en otra entidad 5 años atrás,16018,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,Total,,16019,99.50741367
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,Hombres,,16019,99.43456359
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,Mujeres,,16019,99.57574004
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,,Hablantes de lengua indigena,16019,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,,Discapacidad,16019,99.43573668
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,,Afromexicana o afrodescendiente,16019,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cotija,,Residentes en otra entidad 5 años atrás,16019,98.84169884
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,Total,,16020,99.69560127
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,Hombres,,16020,99.68520462
