Year,Entidad federativa,"Educación Básica","Educación Media",GeoCode,Value
2018/2019,"Michoacán de Ocampo",,"Media superior",16,73.3505821474774
2021/2022,"Morelos",,"Media superior",17,81.0240963855422
2020/2021,"Morelos",,"Media superior",17,78.93175074183979
2019/2020,"Morelos",,"Media superior",17,80.1152737752161
2018/2019,"Morelos",,"Media superior",17,78.67036011080333
2021/2022,"Nayarit",,"Media superior",18,80.44871794871787
2020/2021,"Nayarit",,"Media superior",18,82.9652996845426
2019/2020,"Nayarit",,"Media superior",18,74.8466257668712
2018/2019,"Nayarit",,"Media superior",18,70.98765432098773
2021/2022,"Nuevo León",,"Media superior",19,65.80310880829019
2020/2021,"Nuevo León",,"Media superior",19,64.99162479061978
2019/2020,"Nuevo León",,"Media superior",19,83.08457711442792
2018/2019,"Nuevo León",,"Media superior",19,81.3204508856683
2021/2022,"Oaxaca",,"Media superior",20,70.1120797011208
2020/2021,"Oaxaca",,"Media superior",20,71.41073657927589
2019/2020,"Oaxaca",,"Media superior",20,66.5829145728643
2018/2019,"Oaxaca",,"Media superior",20,62.42118537200498
2021/2022,"Puebla",,"Media superior",21,82.4175824175824
2020/2021,"Puebla",,"Media superior",21,81.5528634361233
2019/2020,"Puebla",,"Media superior",21,79.41015838339698
2018/2019,"Puebla",,"Media superior",21,77.9427942794279
2021/2022,"Querétaro",,"Media superior",22,72.8434504792332
2020/2021,"Querétaro",,"Media superior",22,73.051948051948
2019/2020,"Querétaro",,"Media superior",22,79.86577181208051
2018/2019,"Querétaro",,"Media superior",22,75.7679180887372
2021/2022,"Quintana Roo",,"Media superior",23,75.60975609756102
2020/2021,"Quintana Roo",,"Media superior",23,78.1362007168459
2019/2020,"Quintana Roo",,"Media superior",23,81.184668989547
2018/2019,"Quintana Roo",,"Media superior",23,80.43478260869571
2021/2022,"San Luis Potosí",,"Media superior",24,81.26232741617358
2020/2021,"San Luis Potosí",,"Media superior",24,80.59405940594061
2019/2020,"San Luis Potosí",,"Media superior",24,75.93688362919127
2018/2019,"San Luis Potosí",,"Media superior",24,74.852652259332
2021/2022,"Sinaloa",,"Media superior",25,70.5150976909414
2020/2021,"Sinaloa",,"Media superior",25,70.2317290552585
2019/2020,"Sinaloa",,"Media superior",25,82.078853046595
2018/2019,"Sinaloa",,"Media superior",25,80.63943161634099
2021/2022,"Sonora",,"Media superior",26,73.68421052631581
2020/2021,"Sonora",,"Media superior",26,75.54347826086959
2019/2020,"Sonora",,"Media superior",26,88.5333333333333
2018/2019,"Sonora",,"Media superior",26,88.7362637362637
2021/2022,"Tabasco",,"Media superior",27,65.31165311653123
2020/2021,"Tabasco",,"Media superior",27,64.15094339622638
2019/2020,"Tabasco",,"Media superior",27,68.11989100817439
2018/2019,"Tabasco",,"Media superior",27,67.11956521739128
2021/2022,"Tamaulipas",,"Media superior",28,77.2277227722772
2020/2021,"Tamaulipas",,"Media superior",28,77.6237623762376
2019/2020,"Tamaulipas",,"Media superior",28,84.0909090909091
2018/2019,"Tamaulipas",,"Media superior",28,83.33333333333329
2021/2022,"Tlaxcala",,"Media superior",29,81.9512195121951
2020/2021,"Tlaxcala",,"Media superior",29,82.2660098522168
2019/2020,"Tlaxcala",,"Media superior",29,90.7317073170732
2018/2019,"Tlaxcala",,"Media superior",29,90.3846153846154
2021/2022,"Veracruz de Ignacio de la Llave",,"Media superior",30,75.7228587015821
2020/2021,"Veracruz de Ignacio de la Llave",,"Media superior",30,76.5311653116531
2019/2020,"Veracruz de Ignacio de la Llave",,"Media superior",30,71.5675675675676
2018/2019,"Veracruz de Ignacio de la Llave",,"Media superior",30,69.4201312910284
2021/2022,"Yucatán",,"Media superior",31,68.43267108167768
2020/2021,"Yucatán",,"Media superior",31,61.504424778761084
2019/2020,"Yucatán",,"Media superior",31,72.4669603524229
2018/2019,"Yucatán",,"Media superior",31,69.53642384105959
2021/2022,"Zacatecas",,"Media superior",32,90.36544850498338
2020/2021,"Zacatecas",,"Media superior",32,89.76897689768977
2019/2020,"Zacatecas",,"Media superior",32,75.66666666666671
2018/2019,"Zacatecas",,"Media superior",32,75.33783783783778
