Year,Series,Sexo,Grupo de edad,Entidad federativa,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila de Zaragoza,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán de Ocampo,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz de Ignacio de la Llave,Yucatán,Zacatecas,GeoCode,Value
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Cuautepec de Hinojosa,,,,,,,,,,,,,,,,,,,,"	13016",20.96929479
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Chapantongo,,,,,,,,,,,,,,,,,,,,"	13017",26.60393367
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Chapulhuacán,,,,,,,,,,,,,,,,,,,,"	13018",25.90147784
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Chilcuautla,,,,,,,,,,,,,,,,,,,,"	13019",38.690471
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Eloxochitlán,,,,,,,,,,,,,,,,,,,,"	13020",22.83575105
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Emiliano Zapata,,,,,,,,,,,,,,,,,,,,"	13021",20.69337069
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Epazoyucan,,,,,,,,,,,,,,,,,,,,"	13022",13.74708653
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Francisco I. Madero,,,,,,,,,,,,,,,,,,,,"	13023",18.07136175
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huasca de Ocampo,,,,,,,,,,,,,,,,,,,,"	13024",19.41441309
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huautla,,,,,,,,,,,,,,,,,,,,"	13025",20.83378326
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huazalingo,,,,,,,,,,,,,,,,,,,,"	13026",19.91212303
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huehuetla,,,,,,,,,,,,,,,,,,,,"	13027",35.50236846
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huejutla de Reyes,,,,,,,,,,,,,,,,,,,,"	13028",28.34369288
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Huichapan,,,,,,,,,,,,,,,,,,,,"	13029",17.55822211
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Ixmiquilpan,,,,,,,,,,,,,,,,,,,,"	13030",32.89717647
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Jacala de Ledezma,,,,,,,,,,,,,,,,,,,,"	13031",14.86373381
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Jaltocán,,,,,,,,,,,,,,,,,,,,"	13032",29.67667569
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Juárez Hidalgo,,,,,,,,,,,,,,,,,,,,"	13033",22.86835533
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Lolotla,,,,,,,,,,,,,,,,,,,,"	13034",34.34804042
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Metepec,,,,,,,,,,,,,,,,,,,,"	13035",15.25705046
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Agustín Metzquititlán,,,,,,,,,,,,,,,,,,,,"	13036",24.16322788
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Metztitlán,,,,,,,,,,,,,,,,,,,,"	13037",24.88643059
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mineral del Chico,,,,,,,,,,,,,,,,,,,,"	13038",21.36622391
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mineral del Monte,,,,,,,,,,,,,,,,,,,,"	13039",9.903824208
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,La Misión,,,,,,,,,,,,,,,,,,,,"	13040",23.16350919
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mixquiahuala de Juárez,,,,,,,,,,,,,,,,,,,,"	13041",22.62790577
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Molango de Escamilla,,,,,,,,,,,,,,,,,,,,"	13042",15.69927338
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Nicolás Flores,,,,,,,,,,,,,,,,,,,,"	13043",22.61056816
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Nopala de Villagrán,,,,,,,,,,,,,,,,,,,,"	13044",23.31128307
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Omitlán de Juárez,,,,,,,,,,,,,,,,,,,,"	13045",22.55824373
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Felipe Orizatlán,,,,,,,,,,,,,,,,,,,,"	13046",25.9698839
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Pacula,,,,,,,,,,,,,,,,,,,,"	13047",14.85623003
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Pachuca de Soto,,,,,,,,,,,,,,,,,,,,"	13048",13.65043817
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Pisaflores,,,,,,,,,,,,,,,,,,,,"	13049",19.65054597
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Progreso de Obregón,,,,,,,,,,,,,,,,,,,,"	13050",18.87995192
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Mineral de la Reforma,,,,,,,,,,,,,,,,,,,,"	13051",14.95923667
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Agustín Tlaxiaca,,,,,,,,,,,,,,,,,,,,"	13052",18.32336374
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Bartolo Tutotepec,,,,,,,,,,,,,,,,,,,,"	13053",25.46432447
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,San Salvador,,,,,,,,,,,,,,,,,,,,"	13054",29.80121273
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Santiago de Anaya,,,,,,,,,,,,,,,,,,,,"	13055",29.94586443
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Santiago Tulantepec de Lugo Guerrero,,,,,,,,,,,,,,,,,,,,"	13056",17.20779364
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Singuilucan,,,,,,,,,,,,,,,,,,,,"	13057",20.16411321
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tasquillo,,,,,,,,,,,,,,,,,,,,"	13058",32.21582092
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tecozautla,,,,,,,,,,,,,,,,,,,,"	13059",23.4420268
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tenango de Doria,,,,,,,,,,,,,,,,,,,,"	13060",27.7760823
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepeapulco,,,,,,,,,,,,,,,,,,,,"	13061",17.77175072
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepehuacán de Guerrero,,,,,,,,,,,,,,,,,,,,"	13062",32.63512482
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepeji del Río de Ocampo,,,,,,,,,,,,,,,,,,,,"	13063",20.20179081
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tepetitlán,,,,,,,,,,,,,,,,,,,,"	13064",19.45566155
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tetepango,,,,,,,,,,,,,,,,,,,,"	13065",22.92585045
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Villa de Tezontepec,,,,,,,,,,,,,,,,,,,,"	13066",11.3854498
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tezontepec de Aldama,,,,,,,,,,,,,,,,,,,,"	13067",27.42232276
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tianguistengo,,,,,,,,,,,,,,,,,,,,"	13068",33.6557385
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tizayuca,,,,,,,,,,,,,,,,,,,,"	13069",20.7464863
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlahuelilpan,,,,,,,,,,,,,,,,,,,,"	13070",23.93038893
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlahuiltepa,,,,,,,,,,,,,,,,,,,,"	13071",17.71738744
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlanalapa,,,,,,,,,,,,,,,,,,,,"	13072",17.92734872
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlanchinol,,,,,,,,,,,,,,,,,,,,"	13073",26.63457245
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tlaxcoapan,,,,,,,,,,,,,,,,,,,,"	13074",19.40417922
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tolcayuca,,,,,,,,,,,,,,,,,,,,"	13075",19.60628556
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tula de Allende,,,,,,,,,,,,,,,,,,,,"	13076",19.71678294
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Tulancingo de Bravo,,,,,,,,,,,,,,,,,,,,"	13077",20.48850493
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Xochiatipan,,,,,,,,,,,,,,,,,,,,"	13078",48.15618221
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Xochicoatlán,,,,,,,,,,,,,,,,,,,,"	13079",13.96177981
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Yahualica,,,,,,,,,,,,,,,,,,,,"	13080",26.99195485
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zacualtipán de Ángeles,,,,,,,,,,,,,,,,,,,,"	13081",21.80303957
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zapotlán de Juárez,,,,,,,,,,,,,,,,,,,,"	13082",21.26107269
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zempoala,,,,,,,,,,,,,,,,,,,,"	13083",23.92869014
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,Zimapán,,,,,,,,,,,,,,,,,,,,"	13084",15.19734261
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,Jalisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"	14",NA
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Acatic,,,,,,,,,,,,,,,,,,,"	14001",11.20239549
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Acatlán de Juárez,,,,,,,,,,,,,,,,,,,"	14002",10.36857702
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ahualulco de Mercado,,,,,,,,,,,,,,,,,,,"	14003",12.57781313
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Amacueca,,,,,,,,,,,,,,,,,,,"	14004",15.86037967
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Amatitán,,,,,,,,,,,,,,,,,,,"	14005",12.88394293
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ameca,,,,,,,,,,,,,,,,,,,"	14006",14.55966357
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Juanito de Escobedo,,,,,,,,,,,,,,,,,,,"	14007",15.82867784
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Arandas,,,,,,,,,,,,,,,,,,,"	14008",8.809798368
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Arenal,,,,,,,,,,,,,,,,,,,"	14009",7.61308444
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atemajac de Brizuela,,,,,,,,,,,,,,,,,,,"	14010",34.32046536
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atengo,,,,,,,,,,,,,,,,,,,"	14011",20.29330163
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atenguillo,,,,,,,,,,,,,,,,,,,"	14012",11.32023249
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atotonilco el Alto,,,,,,,,,,,,,,,,,,,"	14013",7.850456663
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Atoyac,,,,,,,,,,,,,,,,,,,"	14014",18.70182556
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Autlán de Navarro,,,,,,,,,,,,,,,,,,,"	14015",19.56795471
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ayotlán,,,,,,,,,,,,,,,,,,,"	14016",15.39913978
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ayutla,,,,,,,,,,,,,,,,,,,"	14017",17.76292121
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,La Barca,,,,,,,,,,,,,,,,,,,"	14018",17.70857402
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Bolaños,,,,,,,,,,,,,,,,,,,"	14019",20.4095334
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cabo Corrientes,,,,,,,,,,,,,,,,,,,"	14020",19.01425899
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Casimiro Castillo,,,,,,,,,,,,,,,,,,,"	14021",18.68228863
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cihuatlán,,,,,,,,,,,,,,,,,,,"	14022",20.60958715
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Zapotlán el Grande,,,,,,,,,,,,,,,,,,,"	14023",14.31655153
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cocula,,,,,,,,,,,,,,,,,,,"	14024",13.25907546
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Colotlán,,,,,,,,,,,,,,,,,,,"	14025",9.672305564
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Concepción de Buenos Aires,,,,,,,,,,,,,,,,,,,"	14026",13.78702398
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cuautitlán de García Barragán,,,,,,,,,,,,,,,,,,,"	14027",33.27016857
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cuautla,,,,,,,,,,,,,,,,,,,"	14028",12.91448517
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Cuquío,,,,,,,,,,,,,,,,,,,"	14029",12.67377777
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Chapala,,,,,,,,,,,,,,,,,,,"	14030",12.78193297
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Chimaltitán,,,,,,,,,,,,,,,,,,,"	14031",24.11280101
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Chiquilistlán,,,,,,,,,,,,,,,,,,,"	14032",21.25410135
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Degollado,,,,,,,,,,,,,,,,,,,"	14033",8.711387946
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ejutla,,,,,,,,,,,,,,,,,,,"	14034",11.28841608
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Encarnación de Díaz,,,,,,,,,,,,,,,,,,,"	14035",10.81189902
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Etzatlán,,,,,,,,,,,,,,,,,,,"	14036",11.60685059
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Grullo,,,,,,,,,,,,,,,,,,,"	14037",10.49425836
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Guachinango,,,,,,,,,,,,,,,,,,,"	14038",12.79558592
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Guadalajara,,,,,,,,,,,,,,,,,,,"	14039",13.42123771
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Hostotipaquillo,,,,,,,,,,,,,,,,,,,"	14040",27.40119232
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Huejúcar,,,,,,,,,,,,,,,,,,,"	14041",13.34946562
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Huejuquilla el Alto,,,,,,,,,,,,,,,,,,,"	14042",26.07843137
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,La Huerta,,,,,,,,,,,,,,,,,,,"	14043",24.19902225
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ixtlahuacán de los Membrillos,,,,,,,,,,,,,,,,,,,"	14044",13.42464168
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ixtlahuacán del Río,,,,,,,,,,,,,,,,,,,"	14045",9.685645797
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jalostotitlán,,,,,,,,,,,,,,,,,,,"	14046",9.502701292
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jamay,,,,,,,,,,,,,,,,,,,"	14047",17.71813782
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jesús María,,,,,,,,,,,,,,,,,,,"	14048",12.72520473
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jilotlán de los Dolores,,,,,,,,,,,,,,,,,,,"	14049",16.16331096
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Jocotepec,,,,,,,,,,,,,,,,,,,"	14050",20.09584054
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Juanacatlán,,,,,,,,,,,,,,,,,,,"	14051",10.54753562
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Juchitlán,,,,,,,,,,,,,,,,,,,"	14052",12.72590361
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Lagos de Moreno,,,,,,,,,,,,,,,,,,,"	14053",13.65906901
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Limón,,,,,,,,,,,,,,,,,,,"	14054",13.55672361
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Magdalena,,,,,,,,,,,,,,,,,,,"	14055",16.04349149
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Santa María del Oro,,,,,,,,,,,,,,,,,,,"	14056",52.53272624
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,La Manzanilla de la Paz,,,,,,,,,,,,,,,,,,,"	14057",12.0394546
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Mascota,,,,,,,,,,,,,,,,,,,"	14058",9.44129121
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Mazamitla,,,,,,,,,,,,,,,,,,,"	14059",16.76570386
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Mexticacán,,,,,,,,,,,,,,,,,,,"	14060",10.52145824
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Mezquitic,,,,,,,,,,,,,,,,,,,"	14061",43.42805242
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Mixtlán,,,,,,,,,,,,,,,,,,,"	14062",9.189356436
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ocotlán,,,,,,,,,,,,,,,,,,,"	14063",14.51360821
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Ojuelos de Jalisco,,,,,,,,,,,,,,,,,,,"	14064",15.15614858
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Pihuamo,,,,,,,,,,,,,,,,,,,"	14065",22.01179732
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Poncitlán,,,,,,,,,,,,,,,,,,,"	14066",20.27493606
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Puerto Vallarta,,,,,,,,,,,,,,,,,,,"	14067",13.18094585
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Villa Purificación,,,,,,,,,,,,,,,,,,,"	14068",23.43177569
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Quitupan,,,,,,,,,,,,,,,,,,,"	14069",24.03361345
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,El Salto,,,,,,,,,,,,,,,,,,,"	14070",18.3306429
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Cristóbal de la Barranca,,,,,,,,,,,,,,,,,,,"	14071",18.05555556
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Diego de Alejandría,,,,,,,,,,,,,,,,,,,"	14072",20.0148368
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Juan de los Lagos,,,,,,,,,,,,,,,,,,,"	14073",5.579801874
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Julián,,,,,,,,,,,,,,,,,,,"	14074",7.387446228
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Marcos,,,,,,,,,,,,,,,,,,,"	14075",24.97904443
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Martín de Bolaños,,,,,,,,,,,,,,,,,,,"	14076",6.451612903
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Martín Hidalgo,,,,,,,,,,,,,,,,,,,"	14077",13.50245922
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,San Miguel el Alto,,,,,,,,,,,,,,,,,,,"	14078",9.269001113
2015,"Proporción de la población con inseguridad alimentaria moderada o severa, por desglose geográfico",,,,,,,,,,,,,,,,,Gómez Farías,,,,,,,,,,,,,,,,,,,"	14079",11.61429431
