Year,Entidad federativa,"Población con acceso al agua entubada y al saneamiento",GeoCode,Value
2020,"Tamaulipas","Hombres",28,81.7115257872132
2018,"Tamaulipas","Hombres",28,82.9422353962679
2016,"Tamaulipas","Hombres",28,82.3870348538254
2020,"Tamaulipas","Mujeres",28,82.7866022387425
2018,"Tamaulipas","Mujeres",28,83.9615295519689
2016,"Tamaulipas","Mujeres",28,83.2280479742916
2020,"Tamaulipas","Hablantes de lengua indígena",28,92.8519140507256
2018,"Tamaulipas","Hablantes de lengua indígena",28,93.0077876934389
2016,"Tamaulipas","Hablantes de lengua indígena",28,91.0053631488046
2020,"Tamaulipas","Población con alguna discapacidad",28,77.4144834232462
2018,"Tamaulipas","Población con alguna discapacidad",28,87.0360061785968
2016,"Tamaulipas","Población con alguna discapacidad",28,82.6175439668273
2020,"Tamaulipas","Cambio de residencia",28,
2018,"Tamaulipas","Cambio de residencia",28,
2016,"Tamaulipas","Cambio de residencia",28,
2020,"Tlaxcala","Total",29,41.7013321007846
2018,"Tlaxcala","Total",29,40.7139331244366
2016,"Tlaxcala","Total",29,38.8959225206579
2020,"Tlaxcala","Hombres",29,41.8066439825043
2018,"Tlaxcala","Hombres",29,39.6800867561339
2016,"Tlaxcala","Hombres",29,39.1993133789552
2020,"Tlaxcala","Mujeres",29,41.6039496400929
2018,"Tlaxcala","Mujeres",29,41.6706636933707
2016,"Tlaxcala","Mujeres",29,38.6157587931186
2020,"Tlaxcala","Hablantes de lengua indígena",29,29.1799845696021
2018,"Tlaxcala","Hablantes de lengua indígena",29,
2016,"Tlaxcala","Hablantes de lengua indígena",29,
2020,"Tlaxcala","Población con alguna discapacidad",29,38.7248490245735
2018,"Tlaxcala","Población con alguna discapacidad",29,39.0482682430924
2016,"Tlaxcala","Población con alguna discapacidad",29,40.1564519958842
2020,"Tlaxcala","Cambio de residencia",29,
2018,"Tlaxcala","Cambio de residencia",29,
2016,"Tlaxcala","Cambio de residencia",29,
2020,"Veracruz de Ignacio de la Llave","Total",30,41.6817524516457
2018,"Veracruz de Ignacio de la Llave","Total",30,45.6056607779779
2016,"Veracruz de Ignacio de la Llave","Total",30,47.837509151643
2020,"Veracruz de Ignacio de la Llave","Hombres",30,41.4744840269684
2018,"Veracruz de Ignacio de la Llave","Hombres",30,45.2615232836862
2016,"Veracruz de Ignacio de la Llave","Hombres",30,46.9913888853141
2020,"Veracruz de Ignacio de la Llave","Mujeres",30,41.8751116424637
2018,"Veracruz de Ignacio de la Llave","Mujeres",30,45.926881653406
2016,"Veracruz de Ignacio de la Llave","Mujeres",30,48.635862269607
2020,"Veracruz de Ignacio de la Llave","Hablantes de lengua indígena",30,16.5939589127995
2018,"Veracruz de Ignacio de la Llave","Hablantes de lengua indígena",30,28.0009240417981
2016,"Veracruz de Ignacio de la Llave","Hablantes de lengua indígena",30,43.4021710817068
2020,"Veracruz de Ignacio de la Llave","Población con alguna discapacidad",30,43.903340816057
2018,"Veracruz de Ignacio de la Llave","Población con alguna discapacidad",30,48.2613635739888
2016,"Veracruz de Ignacio de la Llave","Población con alguna discapacidad",30,42.9893281931595
2020,"Veracruz de Ignacio de la Llave","Cambio de residencia",30,
2018,"Veracruz de Ignacio de la Llave","Cambio de residencia",30,
2016,"Veracruz de Ignacio de la Llave","Cambio de residencia",30,
2020,"Yucatán","Total",31,85.2582688452354
2018,"Yucatán","Total",31,84.2768624012467
2016,"Yucatán","Total",31,82.6381140027094
2020,"Yucatán","Hombres",31,84.7477406303275
2018,"Yucatán","Hombres",31,83.8694942845195
2016,"Yucatán","Hombres",31,82.2992198471633
2020,"Yucatán","Mujeres",31,85.7166509486793
2018,"Yucatán","Mujeres",31,84.6753226234009
2016,"Yucatán","Mujeres",31,82.9624528457945
2020,"Yucatán","Hablantes de lengua indígena",31,75.9012595261515
2018,"Yucatán","Hablantes de lengua indígena",31,78.3778610914086
2016,"Yucatán","Hablantes de lengua indígena",31,73.1158248573862
2020,"Yucatán","Población con alguna discapacidad",31,84.2434743090863
2018,"Yucatán","Población con alguna discapacidad",31,80.758328949205
2016,"Yucatán","Población con alguna discapacidad",31,80.5643276963464
2020,"Yucatán","Cambio de residencia",31,
2018,"Yucatán","Cambio de residencia",31,
2016,"Yucatán","Cambio de residencia",31,
2020,"Zacatecas","Total",32,37.0521082673541
2018,"Zacatecas","Total",32,36.9907166967609
2016,"Zacatecas","Total",32,41.4638827027437
2020,"Zacatecas","Hombres",32,36.47689076433
2018,"Zacatecas","Hombres",32,37.5129984453345
2016,"Zacatecas","Hombres",32,41.6232127729072
2020,"Zacatecas","Mujeres",32,37.5870814434345
2018,"Zacatecas","Mujeres",32,36.506711669539
2016,"Zacatecas","Mujeres",32,41.3156690562831
2020,"Zacatecas","Hablantes de lengua indígena",32,
2018,"Zacatecas","Hablantes de lengua indígena",32,
2016,"Zacatecas","Hablantes de lengua indígena",32,
2020,"Zacatecas","Población con alguna discapacidad",32,36.1584898057237
2018,"Zacatecas","Población con alguna discapacidad",32,38.1344744643956
2016,"Zacatecas","Población con alguna discapacidad",32,44.2729426674381
2020,"Zacatecas","Cambio de residencia",32,
2018,"Zacatecas","Cambio de residencia",32,
2016,"Zacatecas","Cambio de residencia",32,
