Year,Series,Entidad federativa,Municipios,Sexo,Poblaciones,GeoCode,Value
2020,Censo de Población y Vivienda,Guerrero,Olinalá,Total,Discapacidad,"	12045",97.45633613
2020,Censo de Población y Vivienda,Guerrero,Olinalá,Hombres,Afromexicana o afrodescendiente,"	12045",97.26987916
2020,Censo de Población y Vivienda,Guerrero,Olinalá,Mujeres,Residentes en otra entidad 5 años atrás,"	12045",97.62499157
2020,Censo de Población y Vivienda,Guerrero,Olinalá,,,"	12045",97.49247743
2020,Censo de Población y Vivienda,Guerrero,Olinalá,,,"	12045",97.4702381
2020,Censo de Población y Vivienda,Guerrero,Olinalá,,,"	12045",97.68130242
2020,Censo de Población y Vivienda,Guerrero,Olinalá,,Hablantes de lengua indigena,"	12045",96.45390071
2010,Censo de Población y Vivienda,Guerrero,Ometepec,Total,Discapacidad,"	12046",92.74778536
2010,Censo de Población y Vivienda,Guerrero,Ometepec,Hombres,Afromexicana o afrodescendiente,"	12046",92.56404214
2010,Censo de Población y Vivienda,Guerrero,Ometepec,Mujeres,Residentes en otra entidad 5 años atrás,"	12046",92.9218212
2010,Censo de Población y Vivienda,Guerrero,Ometepec,,,"	12046",84.04
2010,Censo de Población y Vivienda,Guerrero,Ometepec,,,"	12046",95.07614213
2010,Censo de Población y Vivienda,Guerrero,Ometepec,,,"	12046",0
2010,Censo de Población y Vivienda,Guerrero,Ometepec,,Hablantes de lengua indigena,"	12046",96.13259669
2020,Censo de Población y Vivienda,Guerrero,Ometepec,Total,Discapacidad,"	12046",97.73105899
2020,Censo de Población y Vivienda,Guerrero,Ometepec,Hombres,Afromexicana o afrodescendiente,"	12046",97.69904483
2020,Censo de Población y Vivienda,Guerrero,Ometepec,Mujeres,Residentes en otra entidad 5 años atrás,"	12046",97.76098118
2020,Censo de Población y Vivienda,Guerrero,Ometepec,,,"	12046",94.35604305
2020,Censo de Población y Vivienda,Guerrero,Ometepec,,,"	12046",97.0773639
2020,Censo de Población y Vivienda,Guerrero,Ometepec,,,"	12046",99.21420052
2020,Censo de Población y Vivienda,Guerrero,Ometepec,,Hablantes de lengua indigena,"	12046",99.48652118
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,Total,Discapacidad,"	12047",78.51820006
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,Hombres,Afromexicana o afrodescendiente,"	12047",78.35147745
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,Mujeres,Residentes en otra entidad 5 años atrás,"	12047",78.6606431
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,,"	12047",75
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,,"	12047",80.19323671
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,,"	12047",0
2010,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,Hablantes de lengua indigena,"	12047",86
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,Total,Discapacidad,"	12047",94.81345393
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,Hombres,Afromexicana o afrodescendiente,"	12047",94.60023866
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,Mujeres,Residentes en otra entidad 5 años atrás,"	12047",95.00537057
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,,"	12047",100
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,,"	12047",94.97816594
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,,"	12047",87.5
2020,Censo de Población y Vivienda,Guerrero,Pedro Ascencio Alquisiras,,Hablantes de lengua indigena,"	12047",81.39534884
2010,Censo de Población y Vivienda,Guerrero,Petatlán,Total,Discapacidad,"	12048",96.05063743
2010,Censo de Población y Vivienda,Guerrero,Petatlán,Hombres,Afromexicana o afrodescendiente,"	12048",95.80068944
2010,Censo de Población y Vivienda,Guerrero,Petatlán,Mujeres,Residentes en otra entidad 5 años atrás,"	12048",96.29843327
2010,Censo de Población y Vivienda,Guerrero,Petatlán,,,"	12048",95.96
2010,Censo de Población y Vivienda,Guerrero,Petatlán,,,"	12048",95.24067063
2010,Censo de Población y Vivienda,Guerrero,Petatlán,,,"	12048",0
2010,Censo de Población y Vivienda,Guerrero,Petatlán,,Hablantes de lengua indigena,"	12048",97.47219414
2020,Censo de Población y Vivienda,Guerrero,Petatlán,Total,Discapacidad,"	12048",99.0509176
2020,Censo de Población y Vivienda,Guerrero,Petatlán,Hombres,Afromexicana o afrodescendiente,"	12048",98.84973191
2020,Censo de Población y Vivienda,Guerrero,Petatlán,Mujeres,Residentes en otra entidad 5 años atrás,"	12048",99.24479972
2020,Censo de Población y Vivienda,Guerrero,Petatlán,,,"	12048",99.14893617
2020,Censo de Población y Vivienda,Guerrero,Petatlán,,,"	12048",98.71794872
2020,Censo de Población y Vivienda,Guerrero,Petatlán,,,"	12048",99.33090024
2020,Censo de Población y Vivienda,Guerrero,Petatlán,,Hablantes de lengua indigena,"	12048",98.96729776
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,Total,Discapacidad,"	12049",97.65266349
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,Hombres,Afromexicana o afrodescendiente,"	12049",97.38866035
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,Mujeres,Residentes en otra entidad 5 años atrás,"	12049",97.90057104
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,,,"	12049",84.62
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,,,"	12049",95.97238205
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,,,"	12049",0
2010,Censo de Población y Vivienda,Guerrero,Pilcaya,,Hablantes de lengua indigena,"	12049",97.83197832
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,Total,Discapacidad,"	12049",98.48353893
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,Hombres,Afromexicana o afrodescendiente,"	12049",98.41065982
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,Mujeres,Residentes en otra entidad 5 años atrás,"	12049",98.55340105
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,,,"	12049",100
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,,,"	12049",97.70797963
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,,,"	12049",99.52830189
2020,Censo de Población y Vivienda,Guerrero,Pilcaya,,Hablantes de lengua indigena,"	12049",99.39393939
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,Total,Discapacidad,"	12050",99.13031625
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,Hombres,Afromexicana o afrodescendiente,"	12050",99.16046879
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,Mujeres,Residentes en otra entidad 5 años atrás,"	12050",99.10204944
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,,,"	12050",100
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,,,"	12050",98.89705882
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,,,"	12050",0
2010,Censo de Población y Vivienda,Guerrero,Pungarabato,,Hablantes de lengua indigena,"	12050",99.2081448
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,Total,Discapacidad,"	12050",99.6965178
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,Hombres,Afromexicana o afrodescendiente,"	12050",99.61437523
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,Mujeres,Residentes en otra entidad 5 años atrás,"	12050",99.77495908
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,,,"	12050",100
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,,,"	12050",99.37360179
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,,,"	12050",100
2020,Censo de Población y Vivienda,Guerrero,Pungarabato,,Hablantes de lengua indigena,"	12050",99.86979167
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,Total,Discapacidad,"	12051",92.96762279
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,Hombres,Afromexicana o afrodescendiente,"	12051",92.93746653
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,Mujeres,Residentes en otra entidad 5 años atrás,"	12051",92.99602174
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,,,"	12051",90.97
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,,,"	12051",93.09338521
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,,,"	12051",0
2010,Censo de Población y Vivienda,Guerrero,Quechultenango,,Hablantes de lengua indigena,"	12051",93.84615385
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,Total,Discapacidad,"	12051",98.81889764
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,Hombres,Afromexicana o afrodescendiente,"	12051",98.86114002
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,Mujeres,Residentes en otra entidad 5 años atrás,"	12051",98.77996803
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,,,"	12051",98.1645433
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,,,"	12051",98.36214741
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,,,"	12051",99.40251981
2020,Censo de Población y Vivienda,Guerrero,Quechultenango,,Hablantes de lengua indigena,"	12051",99.28825623
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,Total,Discapacidad,"	12052",81.97444226
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,Hombres,Afromexicana o afrodescendiente,"	12052",81.85853517
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,Mujeres,Residentes en otra entidad 5 años atrás,"	12052",82.08642148
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,,"	12052",73.85
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,,"	12052",90.61784897
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,,"	12052",0
2010,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,Hablantes de lengua indigena,"	12052",94.94163424
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,Total,Discapacidad,"	12052",94.44335362
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,Hombres,Afromexicana o afrodescendiente,"	12052",94.33945445
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,Mujeres,Residentes en otra entidad 5 años atrás,"	12052",94.54296825
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,,"	12052",91.1248666
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,,"	12052",95.40816327
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,,"	12052",90.32648126
2020,Censo de Población y Vivienda,Guerrero,San Luis Acatlán,,Hablantes de lengua indigena,"	12052",97.34345351
2010,Censo de Población y Vivienda,Guerrero,San Marcos,Total,Discapacidad,"	12053",97.36728083
2010,Censo de Población y Vivienda,Guerrero,San Marcos,Hombres,Afromexicana o afrodescendiente,"	12053",97.23187738
2010,Censo de Población y Vivienda,Guerrero,San Marcos,Mujeres,Residentes en otra entidad 5 años atrás,"	12053",97.49877989
2010,Censo de Población y Vivienda,Guerrero,San Marcos,,,"	12053",79.63
2010,Censo de Población y Vivienda,Guerrero,San Marcos,,,"	12053",97.23096287
2010,Censo de Población y Vivienda,Guerrero,San Marcos,,,"	12053",0
2010,Censo de Población y Vivienda,Guerrero,San Marcos,,Hablantes de lengua indigena,"	12053",97.77777778
2020,Censo de Población y Vivienda,Guerrero,San Marcos,Total,Discapacidad,"	12053",98.97922493
2020,Censo de Población y Vivienda,Guerrero,San Marcos,Hombres,Afromexicana o afrodescendiente,"	12053",98.91229071
2020,Censo de Población y Vivienda,Guerrero,San Marcos,Mujeres,Residentes en otra entidad 5 años atrás,"	12053",99.04362482
2020,Censo de Población y Vivienda,Guerrero,San Marcos,,,"	12053",97.56554307
2020,Censo de Población y Vivienda,Guerrero,San Marcos,,,"	12053",98.84593191
2020,Censo de Población y Vivienda,Guerrero,San Marcos,,,"	12053",98.85732257
2020,Censo de Población y Vivienda,Guerrero,San Marcos,,Hablantes de lengua indigena,"	12053",98.95470383
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,Total,Discapacidad,"	12054",69.33104754
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,Hombres,Afromexicana o afrodescendiente,"	12054",69.01592843
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,Mujeres,Residentes en otra entidad 5 años atrás,"	12054",69.63508772
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,,"	12054",26.47
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,,"	12054",74.82014388
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,,"	12054",0
2010,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,Hablantes de lengua indigena,"	12054",70.53571429
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,Total,Discapacidad,"	12054",94.95812256
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,Hombres,Afromexicana o afrodescendiente,"	12054",94.87265981
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,Mujeres,Residentes en otra entidad 5 años atrás,"	12054",95.04078303
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,,"	12054",93.5483871
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,,"	12054",96.53979239
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,,"	12054",97.05882353
2020,Censo de Población y Vivienda,Guerrero,San Miguel Totolapan,,Hablantes de lengua indigena,"	12054",99.11308204
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,Total,Discapacidad,"	12055",98.73459326
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,Hombres,Afromexicana o afrodescendiente,"	12055",98.67223065
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,Mujeres,Residentes en otra entidad 5 años atrás,"	12055",98.79312607
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,,"	12055",95.39
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,,"	12055",98.38449111
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,,"	12055",0
2010,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,Hablantes de lengua indigena,"	12055",98.6013986
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,Total,Discapacidad,"	12055",99.66446143
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,Hombres,Afromexicana o afrodescendiente,"	12055",99.60511358
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,Mujeres,Residentes en otra entidad 5 años atrás,"	12055",99.71850426
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,,"	12055",99.21746293
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,,"	12055",99.38255034
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,,"	12055",99.81036662
2020,Censo de Población y Vivienda,Guerrero,Taxco de Alarcón,,Hablantes de lengua indigena,"	12055",100
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,Total,Discapacidad,"	12056",94.78308248
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,Hombres,Afromexicana o afrodescendiente,"	12056",94.62781384
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,Mujeres,Residentes en otra entidad 5 años atrás,"	12056",94.93415748
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,,,"	12056",84.44
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,,,"	12056",95.20821449
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,,,"	12056",0
2010,Censo de Población y Vivienda,Guerrero,Tecoanapa,,Hablantes de lengua indigena,"	12056",94.95412844
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,Total,Discapacidad,"	12056",98.5226063
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,Hombres,Afromexicana o afrodescendiente,"	12056",98.41410472
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,Mujeres,Residentes en otra entidad 5 años atrás,"	12056",98.62704132
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,,,"	12056",98.18401937
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,,,"	12056",98.70651204
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,,,"	12056",99.29266136
2020,Censo de Población y Vivienda,Guerrero,Tecoanapa,,Hablantes de lengua indigena,"	12056",99.31972789
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,Total,Discapacidad,"	12057",96.56214644
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,Hombres,Afromexicana o afrodescendiente,"	12057",96.32065642
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,Mujeres,Residentes en otra entidad 5 años atrás,"	12057",96.80017973
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,,"	12057",94.67
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,,"	12057",98.00763035
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,,"	12057",0
2010,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,Hablantes de lengua indigena,"	12057",97.8021978
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,Total,Discapacidad,"	12057",98.7261637
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,Hombres,Afromexicana o afrodescendiente,"	12057",98.52639433
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,Mujeres,Residentes en otra entidad 5 años atrás,"	12057",98.92233484
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,,"	12057",94.51219512
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,,"	12057",97.92930349
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,,"	12057",97.50588235
2020,Censo de Población y Vivienda,Guerrero,Técpan de Galeana,,Hablantes de lengua indigena,"	12057",98.92561983
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,Total,Discapacidad,"	12058",95.78792451
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,Hombres,Afromexicana o afrodescendiente,"	12058",95.56597824
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,Mujeres,Residentes en otra entidad 5 años atrás,"	12058",95.98685837
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,,,"	12058",98.06
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,,,"	12058",96.31774928
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,,,"	12058",0
2010,Censo de Población y Vivienda,Guerrero,Teloloapan,,Hablantes de lengua indigena,"	12058",96.87010955
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,Total,Discapacidad,"	12058",99.27774986
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,Hombres,Afromexicana o afrodescendiente,"	12058",99.28225932
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,Mujeres,Residentes en otra entidad 5 años atrás,"	12058",99.27363361
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,,,"	12058",99.70238095
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,,,"	12058",99.1005996
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,,,"	12058",99.3227991
2020,Censo de Población y Vivienda,Guerrero,Teloloapan,,Hablantes de lengua indigena,"	12058",100
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,Total,Discapacidad,"	12059",97.7988978
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,Hombres,Afromexicana o afrodescendiente,"	12059",97.70613763
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,Mujeres,Residentes en otra entidad 5 años atrás,"	12059",97.88420119
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,,"	12059",95.64
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,,"	12059",98.06451613
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,,"	12059",0
2010,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,Hablantes de lengua indigena,"	12059",97.7443609
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,Total,Discapacidad,"	12059",99.09463948
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,Hombres,Afromexicana o afrodescendiente,"	12059",98.94523327
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,Mujeres,Residentes en otra entidad 5 años atrás,"	12059",99.23347575
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,,"	12059",98.81834568
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,,"	12059",98.95389384
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,,"	12059",99.06832298
2020,Censo de Población y Vivienda,Guerrero,Tepecoacuilco de Trujano,,Hablantes de lengua indigena,"	12059",98.92280072
2010,Censo de Población y Vivienda,Guerrero,Tetipac,Total,Discapacidad,"	12060",93.38779873
2010,Censo de Población y Vivienda,Guerrero,Tetipac,Hombres,Afromexicana o afrodescendiente,"	12060",93.10834253
2010,Censo de Población y Vivienda,Guerrero,Tetipac,Mujeres,Residentes en otra entidad 5 años atrás,"	12060",93.65008881
2010,Censo de Población y Vivienda,Guerrero,Tetipac,,,"	12060",100
2010,Censo de Población y Vivienda,Guerrero,Tetipac,,,"	12060",93.17073171
2010,Censo de Población y Vivienda,Guerrero,Tetipac,,,"	12060",0
2010,Censo de Población y Vivienda,Guerrero,Tetipac,,Hablantes de lengua indigena,"	12060",92.14876033
2020,Censo de Población y Vivienda,Guerrero,Tetipac,Total,Discapacidad,"	12060",98.54386873
2020,Censo de Población y Vivienda,Guerrero,Tetipac,Hombres,Afromexicana o afrodescendiente,"	12060",98.39003645
2020,Censo de Población y Vivienda,Guerrero,Tetipac,Mujeres,Residentes en otra entidad 5 años atrás,"	12060",98.68970482
2020,Censo de Población y Vivienda,Guerrero,Tetipac,,,"	12060",100
2020,Censo de Población y Vivienda,Guerrero,Tetipac,,,"	12060",98.03921569
2020,Censo de Población y Vivienda,Guerrero,Tetipac,,,"	12060",96.63608563
2020,Censo de Población y Vivienda,Guerrero,Tetipac,,Hablantes de lengua indigena,"	12060",99.20634921
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,Total,Discapacidad,"	12061",97.97885729
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,Hombres,Afromexicana o afrodescendiente,"	12061",97.95726941
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,Mujeres,Residentes en otra entidad 5 años atrás,"	12061",97.99902629
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,,"	12061",95.6
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,,"	12061",97.85867238
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,,"	12061",0
2010,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,Hablantes de lengua indigena,"	12061",98.59813084
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,Total,Discapacidad,"	12061",99.46502827
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,Hombres,Afromexicana o afrodescendiente,"	12061",99.40452756
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,Mujeres,Residentes en otra entidad 5 años atrás,"	12061",99.51970115
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,,"	12061",99.23752908
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,,"	12061",99.21182266
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,,"	12061",99.83193277
2020,Censo de Población y Vivienda,Guerrero,Tixtla de Guerrero,,Hablantes de lengua indigena,"	12061",99.45652174
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,Total,Discapacidad,"	12062",84.29307006
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,Hombres,Afromexicana o afrodescendiente,"	12062",84.49451527
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,Mujeres,Residentes en otra entidad 5 años atrás,"	12062",84.10859729
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,,"	12062",82.59
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,,"	12062",86.30806846
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,,"	12062",0
2010,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,Hablantes de lengua indigena,"	12062",89.20863309
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,Total,Discapacidad,"	12062",96.38063173
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,Hombres,Afromexicana o afrodescendiente,"	12062",96.56615619
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,Mujeres,Residentes en otra entidad 5 años atrás,"	12062",96.21890547
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,,"	12062",95.80402471
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,,"	12062",95.91049383
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,,"	12062",98.47058824
2020,Censo de Población y Vivienda,Guerrero,Tlacoachistlahuaca,,Hablantes de lengua indigena,"	12062",88.60294118
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,Total,Discapacidad,"	12063",72.46303932
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,Hombres,Afromexicana o afrodescendiente,"	12063",73.12579416
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,Mujeres,Residentes en otra entidad 5 años atrás,"	12063",71.86362766
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,,,"	12063",69.47
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,,,"	12063",59.51661631
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,,,"	12063",0
2010,Censo de Población y Vivienda,Guerrero,Tlacoapa,,Hablantes de lengua indigena,"	12063",85.41666667
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,Total,Discapacidad,"	12063",85.8721865
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,Hombres,Afromexicana o afrodescendiente,"	12063",86.07486631
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,Mujeres,Residentes en otra entidad 5 años atrás,"	12063",85.69262839
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,,,"	12063",84.25902227
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,,,"	12063",82.95454545
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,,,"	12063",84.44444444
2020,Censo de Población y Vivienda,Guerrero,Tlacoapa,,Hablantes de lengua indigena,"	12063",91
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,Total,Discapacidad,"	12064",98.21552925
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,Hombres,Afromexicana o afrodescendiente,"	12064",98.1342633
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,Mujeres,Residentes en otra entidad 5 años atrás,"	12064",98.29654094
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,,,"	12064",92.31
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,,,"	12064",97.30458221
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,,,"	12064",0
2010,Censo de Población y Vivienda,Guerrero,Tlalchapa,,Hablantes de lengua indigena,"	12064",96.44970414
2020,Censo de Población y Vivienda,Guerrero,Tlalchapa,Total,Discapacidad,"	12064",99.22095711
