Year,Entidad federativa,Unidades económicas víctimas,GeoCode,Value
2015,Ciudad de México,Sector económico Servicios,9,33.7867575818772
2013,Ciudad de México,Sector económico Servicios,9,25.7306399663219
2011,Ciudad de México,Sector económico Servicios,9,35.1540116445356
2021,Durango,Total,10,34.75888538
2019,Durango,Total,10,27.7257486388329
2017,Durango,Total,10,28.6408232056183
2015,Durango,Total,10,22.0964936918746
2013,Durango,Total,10,24.7485498550934
2011,Durango,Total,10,43.3284259408857
2021,Durango,Tamaño Micro,10,33.79422497
2019,Durango,Tamaño Micro,10,26.7761090476675
2017,Durango,Tamaño Micro,10,27.6635514018692
2015,Durango,Tamaño Micro,10,21.010101010101
2013,Durango,Tamaño Micro,10,23.2352941176471
2011,Durango,Tamaño Micro,10,42.512077294686
2021,Durango,Tamaño Pequeña,10,49.55998216999999
2019,Durango,Tamaño Pequeña,10,43.7276792848624
2017,Durango,Tamaño Pequeña,10,47.8260869565217
2015,Durango,Tamaño Pequeña,10,40.1913875598086
2013,Durango,Tamaño Pequeña,10,49.7206703910615
2011,Durango,Tamaño Pequeña,10,55.6451612903226
2021,Durango,Tamaño Mediana,10,51.21552214
2019,Durango,Tamaño Mediana,10,58.46947033416691
2017,Durango,Tamaño Mediana,10,52.2727272727273
2015,Durango,Tamaño Mediana,10,52.1008403361345
2013,Durango,Tamaño Mediana,10,52.12765957446809
2011,Durango,Tamaño Mediana,10,64.7540983606557
2021,Durango,Tamaño Grande,10,53.71344134
2019,Durango,Tamaño Grande,10,56.50973633284949
2017,Durango,Tamaño Grande,10,62.1951219512195
2015,Durango,Tamaño Grande,10,60.4651162790698
2013,Durango,Tamaño Grande,10,61.5384615384615
2011,Durango,Tamaño Grande,10,62.5
2021,Durango,Sector económico Comercio,10,41.33098923
2019,Durango,Sector económico Comercio,10,35.4745157071261
2017,Durango,Sector económico Comercio,10,34.1176381549008
2015,Durango,Sector económico Comercio,10,26.4402553284694
2013,Durango,Sector económico Comercio,10,31.2469574133286
2011,Durango,Sector económico Comercio,10,50.4435959426938
2021,Durango,Sector económico Industria,10,34.06995258
2019,Durango,Sector económico Industria,10,22.909131532807702
2017,Durango,Sector económico Industria,10,36.1947976436689
2015,Durango,Sector económico Industria,10,16.6440326435428
2013,Durango,Sector económico Industria,10,30.131529681151097
2011,Durango,Sector económico Industria,10,47.4195646799922
2021,Durango,Sector económico Servicios,10,28.06328323
2019,Durango,Sector económico Servicios,10,20.8232307497978
2017,Durango,Sector económico Servicios,10,20.1076860438112
2015,Durango,Sector económico Servicios,10,18.4302667130081
2013,Durango,Sector económico Servicios,10,15.0590584347206
2011,Durango,Sector económico Servicios,10,33.0677357435869
2021,Guanajuato,Total,11,26.49716265
2019,Guanajuato,Total,11,36.3957587566464
2017,Guanajuato,Total,11,33.4696875829252
2015,Guanajuato,Total,11,42.2889013090188
2013,Guanajuato,Total,11,42.471827842319
2011,Guanajuato,Total,11,46.39758798098111
2021,Guanajuato,Tamaño Micro,11,25.220199840000003
2019,Guanajuato,Tamaño Micro,11,35.4288171922363
2017,Guanajuato,Tamaño Micro,11,31.962025316455694
2015,Guanajuato,Tamaño Micro,11,41.4925373134328
2013,Guanajuato,Tamaño Micro,11,41.2140575079872
2011,Guanajuato,Tamaño Micro,11,45.49763033175359
2021,Guanajuato,Tamaño Pequeña,11,46.52895837
2019,Guanajuato,Tamaño Pequeña,11,53.86843942107961
2017,Guanajuato,Tamaño Pequeña,11,68.1159420289855
2015,Guanajuato,Tamaño Pequeña,11,57.33333333333329
2013,Guanajuato,Tamaño Pequeña,11,64.3939393939394
2011,Guanajuato,Tamaño Pequeña,11,60.655737704918
2021,Guanajuato,Tamaño Mediana,11,56.7314649
2019,Guanajuato,Tamaño Mediana,11,65.0367392113581
2017,Guanajuato,Tamaño Mediana,11,69.7916666666667
2015,Guanajuato,Tamaño Mediana,11,63.1578947368421
2013,Guanajuato,Tamaño Mediana,11,70.9090909090909
2011,Guanajuato,Tamaño Mediana,11,74.7663551401869
2021,Guanajuato,Tamaño Grande,11,52.75586213
2019,Guanajuato,Tamaño Grande,11,67.2777828455263
2017,Guanajuato,Tamaño Grande,11,57.7464788732394
2015,Guanajuato,Tamaño Grande,11,72.5806451612903
2013,Guanajuato,Tamaño Grande,11,70.5882352941176
2011,Guanajuato,Tamaño Grande,11,78.5310734463277
2021,Guanajuato,Sector económico Comercio,11,25.256695770000004
2019,Guanajuato,Sector económico Comercio,11,44.3937946602715
2017,Guanajuato,Sector económico Comercio,11,39.8830627517279
2015,Guanajuato,Sector económico Comercio,11,51.2042358549942
2013,Guanajuato,Sector económico Comercio,11,42.0536929856461
2011,Guanajuato,Sector económico Comercio,11,49.04950495054769
2021,Guanajuato,Sector económico Industria,11,28.78301267
2019,Guanajuato,Sector económico Industria,11,34.2707714835652
2017,Guanajuato,Sector económico Industria,11,42.324557386604
2015,Guanajuato,Sector económico Industria,11,40.7427024115351
2013,Guanajuato,Sector económico Industria,11,52.0473364298301
2011,Guanajuato,Sector económico Industria,11,45.893234898295
2021,Guanajuato,Sector económico Servicios,11,27.22777336
2019,Guanajuato,Sector económico Servicios,11,27.1513270550669
2017,Guanajuato,Sector económico Servicios,11,21.525612662413703
2015,Guanajuato,Sector económico Servicios,11,31.1873575324172
2013,Guanajuato,Sector económico Servicios,11,39.3935607525272
2011,Guanajuato,Sector económico Servicios,11,43.3847838061169
2021,Guerrero,Total,12,19.77685263
2019,Guerrero,Total,12,22.062998946601898
2017,Guerrero,Total,12,35.3583201262424
2015,Guerrero,Total,12,35.0272032563887
2013,Guerrero,Total,12,39.2901631809324
2011,Guerrero,Total,12,29.94595116093
2021,Guerrero,Tamaño Micro,12,19.27058472
2019,Guerrero,Tamaño Micro,12,21.703653917654105
2017,Guerrero,Tamaño Micro,12,34.8557692307692
2015,Guerrero,Tamaño Micro,12,34.468085106383
2013,Guerrero,Tamaño Micro,12,38.7944358578053
2011,Guerrero,Tamaño Micro,12,28.9617486338798
2021,Guerrero,Tamaño Pequeña,12,33.81295451
2019,Guerrero,Tamaño Pequeña,12,38.2200321802092
2017,Guerrero,Tamaño Pequeña,12,61.0687022900764
2015,Guerrero,Tamaño Pequeña,12,60.0
2013,Guerrero,Tamaño Pequeña,12,55.0
2011,Guerrero,Tamaño Pequeña,12,64.1304347826087
2021,Guerrero,Tamaño Mediana,12,67.81779933
2019,Guerrero,Tamaño Mediana,12,47.7281438891346
2017,Guerrero,Tamaño Mediana,12,70.7865168539326
2015,Guerrero,Tamaño Mediana,12,64.367816091954
2013,Guerrero,Tamaño Mediana,12,65.0
2011,Guerrero,Tamaño Mediana,12,66.0
2021,Guerrero,Tamaño Grande,12,52.64250138
2019,Guerrero,Tamaño Grande,12,53.0905077262693
2017,Guerrero,Tamaño Grande,12,67.2727272727273
2015,Guerrero,Tamaño Grande,12,75.4098360655738
2013,Guerrero,Tamaño Grande,12,68.5185185185185
2011,Guerrero,Tamaño Grande,12,76.530612244898
2021,Guerrero,Sector económico Comercio,12,20.39887479
2019,Guerrero,Sector económico Comercio,12,22.9407332533346
2017,Guerrero,Sector económico Comercio,12,47.01078023969959
2015,Guerrero,Sector económico Comercio,12,36.0284664561494
2013,Guerrero,Sector económico Comercio,12,43.7530749687366
2011,Guerrero,Sector económico Comercio,12,28.1243238890746
2021,Guerrero,Sector económico Industria,12,9.540402472
2019,Guerrero,Sector económico Industria,12,15.5606839600177
2017,Guerrero,Sector económico Industria,12,17.7989200445843
2015,Guerrero,Sector económico Industria,12,26.358612923073498
2013,Guerrero,Sector económico Industria,12,31.8057776814052
2011,Guerrero,Sector económico Industria,12,27.5328335838057
2021,Guerrero,Sector económico Servicios,12,25.83549493
2019,Guerrero,Sector económico Servicios,12,25.3097518272359
2017,Guerrero,Sector económico Servicios,12,32.4464018940819
2015,Guerrero,Sector económico Servicios,12,39.6041835620582
2013,Guerrero,Sector económico Servicios,12,35.7338513817104
2011,Guerrero,Sector económico Servicios,12,33.3203266659688
2021,Hidalgo,Total,13,27.37215195
2019,Hidalgo,Total,13,27.2371518834704
2017,Hidalgo,Total,13,27.0526875566708
2015,Hidalgo,Total,13,34.5276432652434
2013,Hidalgo,Total,13,24.635421618531904
2011,Hidalgo,Total,13,33.3823754032614
2021,Hidalgo,Tamaño Micro,13,26.661466650000005
2019,Hidalgo,Tamaño Micro,13,26.6237702221888
2017,Hidalgo,Tamaño Micro,13,26.2729124236253
2015,Hidalgo,Tamaño Micro,13,33.9344262295082
2013,Hidalgo,Tamaño Micro,13,24.2160278745645
2011,Hidalgo,Tamaño Micro,13,32.3467230443975
2021,Hidalgo,Tamaño Pequeña,13,44.6205836
2019,Hidalgo,Tamaño Pequeña,13,46.6365293236609
2017,Hidalgo,Tamaño Pequeña,13,56.9892473118279
2015,Hidalgo,Tamaño Pequeña,13,52.4229074889868
2013,Hidalgo,Tamaño Pequeña,13,33.3333333333333
2011,Hidalgo,Tamaño Pequeña,13,63.9175257731959
2021,Hidalgo,Tamaño Mediana,13,54.76917251
2019,Hidalgo,Tamaño Mediana,13,65.1074596929723
2017,Hidalgo,Tamaño Mediana,13,58.252427184466
2015,Hidalgo,Tamaño Mediana,13,66.6666666666667
2013,Hidalgo,Tamaño Mediana,13,51.2820512820513
2011,Hidalgo,Tamaño Mediana,13,65.3061224489796
2021,Hidalgo,Tamaño Grande,13,68.26222089
2019,Hidalgo,Tamaño Grande,13,57.830615942029
2017,Hidalgo,Tamaño Grande,13,57.1428571428571
2015,Hidalgo,Tamaño Grande,13,69.4444444444444
2013,Hidalgo,Tamaño Grande,13,58.974358974359
2011,Hidalgo,Tamaño Grande,13,80.1724137931034
2021,Hidalgo,Sector económico Comercio,13,30.8416712
2019,Hidalgo,Sector económico Comercio,13,27.452540663317404
2017,Hidalgo,Sector económico Comercio,13,27.542435317139
2015,Hidalgo,Sector económico Comercio,13,38.5431882123416
2013,Hidalgo,Sector económico Comercio,13,27.4925480299888
2011,Hidalgo,Sector económico Comercio,13,36.9674147500206
2021,Hidalgo,Sector económico Industria,13,12.60310672
2019,Hidalgo,Sector económico Industria,13,19.9941102110162
2017,Hidalgo,Sector económico Industria,13,25.91233070697909
2015,Hidalgo,Sector económico Industria,13,29.128275463587
2013,Hidalgo,Sector económico Industria,13,15.557899229204102
2011,Hidalgo,Sector económico Industria,13,33.6100338630973
2021,Hidalgo,Sector económico Servicios,13,28.03625744
2019,Hidalgo,Sector económico Servicios,13,29.416372914900297
2017,Hidalgo,Sector económico Servicios,13,26.9011470126672
2015,Hidalgo,Sector económico Servicios,13,31.318605569060896
2013,Hidalgo,Sector económico Servicios,13,23.6590520967312
2011,Hidalgo,Sector económico Servicios,13,28.5491922703783
2021,Jalisco,Total,14,15.7044491
2019,Jalisco,Total,14,30.5077750416869
2017,Jalisco,Total,14,32.0439625241045
2015,Jalisco,Total,14,37.1481550661079
2013,Jalisco,Total,14,38.6693693344538
2011,Jalisco,Total,14,36.1794070977952
2021,Jalisco,Tamaño Micro,14,14.337082970000004
2019,Jalisco,Tamaño Micro,14,28.874947960148106
2017,Jalisco,Tamaño Micro,14,30.939226519337
2015,Jalisco,Tamaño Micro,14,36.3849765258216
2013,Jalisco,Tamaño Micro,14,37.7777777777778
2011,Jalisco,Tamaño Micro,14,34.6385542168675
2021,Jalisco,Tamaño Pequeña,14,32.82923682
2019,Jalisco,Tamaño Pequeña,14,58.860286968008005
2017,Jalisco,Tamaño Pequeña,14,52.6829268292683
2015,Jalisco,Tamaño Pequeña,14,47.6635514018692
2013,Jalisco,Tamaño Pequeña,14,50.0
2011,Jalisco,Tamaño Pequeña,14,60.83333333333329
2021,Jalisco,Tamaño Mediana,14,42.95115715
2019,Jalisco,Tamaño Mediana,14,62.2756848432383
2017,Jalisco,Tamaño Mediana,14,55.6701030927835
2015,Jalisco,Tamaño Mediana,14,64.0350877192982
2013,Jalisco,Tamaño Mediana,14,67.0454545454545
2011,Jalisco,Tamaño Mediana,14,68.0
2021,Jalisco,Tamaño Grande,14,48.72497251000001
2019,Jalisco,Tamaño Grande,14,54.46831148289309
2017,Jalisco,Tamaño Grande,14,66.6666666666667
2015,Jalisco,Tamaño Grande,14,64.8351648351648
2013,Jalisco,Tamaño Grande,14,63.3802816901408
2011,Jalisco,Tamaño Grande,14,67.6470588235294
2021,Jalisco,Sector económico Comercio,14,17.82174242
2019,Jalisco,Sector económico Comercio,14,30.4238894449448
2017,Jalisco,Sector económico Comercio,14,41.7520249946145
2015,Jalisco,Sector económico Comercio,14,48.0959105441257
2013,Jalisco,Sector económico Comercio,14,44.1762924566859
2011,Jalisco,Sector económico Comercio,14,40.8791194745392
2021,Jalisco,Sector económico Industria,14,16.9356596
2019,Jalisco,Sector económico Industria,14,25.2208249780729
2017,Jalisco,Sector económico Industria,14,23.1275159179619
2015,Jalisco,Sector económico Industria,14,41.3067514690368
2013,Jalisco,Sector económico Industria,14,35.7489633866942
2011,Jalisco,Sector económico Industria,14,43.52561880770511
2021,Jalisco,Sector económico Servicios,14,12.91939398
2019,Jalisco,Sector económico Servicios,14,32.0434773526954
2017,Jalisco,Sector económico Servicios,14,23.6841488906107
2015,Jalisco,Sector económico Servicios,14,21.920176010696498
2013,Jalisco,Sector económico Servicios,14,32.3276429868778
2011,Jalisco,Sector económico Servicios,14,27.7853903826869
2021,México,Total,15,24.29018163
2019,México,Total,15,39.1911552205529
2017,México,Total,15,36.2091823578386
2015,México,Total,15,37.0189526343712
2013,México,Total,15,41.0153086131632
2011,México,Total,15,47.80837156567819
2021,México,Tamaño Micro,15,23.62370534
2019,México,Tamaño Micro,15,38.7646751568573
2017,México,Tamaño Micro,15,35.5345911949686
2015,México,Tamaño Micro,15,36.3914373088685
2013,México,Tamaño Micro,15,40.453074433657
2011,México,Tamaño Micro,15,47.1947194719472
2021,México,Tamaño Pequeña,15,39.91360954
2019,México,Tamaño Pequeña,15,51.5135155542132
2017,México,Tamaño Pequeña,15,58.7096774193548
2015,México,Tamaño Pequeña,15,57.4074074074074
2013,México,Tamaño Pequeña,15,54.8387096774193
2011,México,Tamaño Pequeña,15,69.6969696969697
2021,México,Tamaño Mediana,15,49.38715512000001
2019,México,Tamaño Mediana,15,62.9937053659472
2017,México,Tamaño Mediana,15,73.109243697479
2015,México,Tamaño Mediana,15,64.0287769784173
2013,México,Tamaño Mediana,15,63.5658914728682
2011,México,Tamaño Mediana,15,57.1428571428571
2021,México,Tamaño Grande,15,53.56752669
2019,México,Tamaño Grande,15,65.3941993464052
2017,México,Tamaño Grande,15,68.2926829268293
2015,México,Tamaño Grande,15,67.1052631578947
2013,México,Tamaño Grande,15,79.3814432989691
2011,México,Tamaño Grande,15,68.0327868852459
2021,México,Sector económico Comercio,15,24.03107794
2019,México,Sector económico Comercio,15,41.605247976541
2017,México,Sector económico Comercio,15,37.5106378348811
2015,México,Sector económico Comercio,15,38.1194541114113
2013,México,Sector económico Comercio,15,43.2984491269897
2011,México,Sector económico Comercio,15,53.4782513718034
2021,México,Sector económico Industria,15,21.50256554
2019,México,Sector económico Industria,15,32.2166723349521
2017,México,Sector económico Industria,15,44.9586880034683
2015,México,Sector económico Industria,15,46.3676849784709
2013,México,Sector económico Industria,15,45.3324508688217
2011,México,Sector económico Industria,15,34.5822842407355
2021,México,Sector económico Servicios,15,25.44176939
2019,México,Sector económico Servicios,15,37.6785521344928
2017,México,Sector económico Servicios,15,31.7946239263554
2015,México,Sector económico Servicios,15,32.6765532890496
2013,México,Sector económico Servicios,15,36.6360502332937
2011,México,Sector económico Servicios,15,43.937438802623
2021,Michoacán de Ocampo,Total,16,20.93985082
2019,Michoacán de Ocampo,Total,16,31.1822981768051
2017,Michoacán de Ocampo,Total,16,41.4747324448106
2015,Michoacán de Ocampo,Total,16,44.9523957656011
2013,Michoacán de Ocampo,Total,16,38.6542004794627
2011,Michoacán de Ocampo,Total,16,29.355743270032395
2021,Michoacán de Ocampo,Tamaño Micro,16,20.17822258
2019,Michoacán de Ocampo,Tamaño Micro,16,30.4150996600422
2017,Michoacán de Ocampo,Tamaño Micro,16,40.8268733850129
2015,Michoacán de Ocampo,Tamaño Micro,16,44.53125
2013,Michoacán de Ocampo,Tamaño Micro,16,38.0597014925373
2011,Michoacán de Ocampo,Tamaño Micro,16,28.3208020050125
2021,Michoacán de Ocampo,Tamaño Pequeña,16,40.33122178
2019,Michoacán de Ocampo,Tamaño Pequeña,16,55.6866596475098
2017,Michoacán de Ocampo,Tamaño Pequeña,16,64.7887323943662
2015,Michoacán de Ocampo,Tamaño Pequeña,16,58.2857142857143
2013,Michoacán de Ocampo,Tamaño Pequeña,16,54.2857142857143
2011,Michoacán de Ocampo,Tamaño Pequeña,16,60.759493670886094
2021,Michoacán de Ocampo,Tamaño Mediana,16,62.37339276
2019,Michoacán de Ocampo,Tamaño Mediana,16,73.5740845075425
2017,Michoacán de Ocampo,Tamaño Mediana,16,78.7234042553192
2015,Michoacán de Ocampo,Tamaño Mediana,16,68.6274509803922
2013,Michoacán de Ocampo,Tamaño Mediana,16,69.047619047619
2011,Michoacán de Ocampo,Tamaño Mediana,16,69.3069306930693
2021,Michoacán de Ocampo,Tamaño Grande,16,50.00586957
2019,Michoacán de Ocampo,Tamaño Grande,16,62.7299001576458
2017,Michoacán de Ocampo,Tamaño Grande,16,73.2394366197183
2015,Michoacán de Ocampo,Tamaño Grande,16,74.2424242424242
2013,Michoacán de Ocampo,Tamaño Grande,16,72.289156626506
2011,Michoacán de Ocampo,Tamaño Grande,16,59.829059829059794
2021,Michoacán de Ocampo,Sector económico Comercio,16,25.05788543
2019,Michoacán de Ocampo,Sector económico Comercio,16,37.1920432699722
2017,Michoacán de Ocampo,Sector económico Comercio,16,42.1294554355179
2015,Michoacán de Ocampo,Sector económico Comercio,16,51.7301994592932
2013,Michoacán de Ocampo,Sector económico Comercio,16,45.16030695507461
2011,Michoacán de Ocampo,Sector económico Comercio,16,32.0725620249085
2021,Michoacán de Ocampo,Sector económico Industria,16,19.88265019
2019,Michoacán de Ocampo,Sector económico Industria,16,31.6860575156092
2017,Michoacán de Ocampo,Sector económico Industria,16,41.4558035164436
2015,Michoacán de Ocampo,Sector económico Industria,16,38.0995280390287
2013,Michoacán de Ocampo,Sector económico Industria,16,29.3182467894179
2011,Michoacán de Ocampo,Sector económico Industria,16,24.832957747645494
2021,Michoacán de Ocampo,Sector económico Servicios,16,16.59165866
2019,Michoacán de Ocampo,Sector económico Servicios,16,23.9270174421689
2017,Michoacán de Ocampo,Sector económico Servicios,16,40.7755197494917
2015,Michoacán de Ocampo,Sector económico Servicios,16,39.6767204132212
2013,Michoacán de Ocampo,Sector económico Servicios,16,32.9268061497709
2011,Michoacán de Ocampo,Sector económico Servicios,16,27.728741313248
2021,Morelos,Total,17,24.76067446
2019,Morelos,Total,17,24.5276100469395
2017,Morelos,Total,17,32.5639705297124
2015,Morelos,Total,17,33.1731030577519
2013,Morelos,Total,17,37.7140075991483
2011,Morelos,Total,17,39.9210956242341
2021,Morelos,Tamaño Micro,17,24.11555182
2019,Morelos,Tamaño Micro,17,23.8572558119382
2017,Morelos,Tamaño Micro,17,31.767955801105
2015,Morelos,Tamaño Micro,17,32.2335025380711
2013,Morelos,Tamaño Micro,17,36.7396593673966
2011,Morelos,Tamaño Micro,17,39.1208791208791
2021,Morelos,Tamaño Pequeña,17,38.62759953
2019,Morelos,Tamaño Pequeña,17,44.362106283653
2017,Morelos,Tamaño Pequeña,17,58.620689655172406
2015,Morelos,Tamaño Pequeña,17,65.4411764705882
2013,Morelos,Tamaño Pequeña,17,64.1509433962264
2011,Morelos,Tamaño Pequeña,17,61.3207547169811
2021,Morelos,Tamaño Mediana,17,54.00921025
2019,Morelos,Tamaño Mediana,17,57.03173018124
2017,Morelos,Tamaño Mediana,17,68.9655172413793
2015,Morelos,Tamaño Mediana,17,63.33333333333329
2013,Morelos,Tamaño Mediana,17,67.1232876712329
2011,Morelos,Tamaño Mediana,17,63.41463414634151
2021,Morelos,Tamaño Grande,17,46.96243812
2019,Morelos,Tamaño Grande,17,58.7126623376623
2017,Morelos,Tamaño Grande,17,78.0
2015,Morelos,Tamaño Grande,17,72.7272727272727
2013,Morelos,Tamaño Grande,17,70.6896551724138
2011,Morelos,Tamaño Grande,17,78.0952380952381
2021,Morelos,Sector económico Comercio,17,30.13950345
2019,Morelos,Sector económico Comercio,17,24.178712228664903
2017,Morelos,Sector económico Comercio,17,33.5576827969852
2015,Morelos,Sector económico Comercio,17,37.4167742964073
2013,Morelos,Sector económico Comercio,17,38.4725898883458
2011,Morelos,Sector económico Comercio,17,41.638122547017
2021,Morelos,Sector económico Industria,17,14.77170295
2019,Morelos,Sector económico Industria,17,17.1831044307044
2017,Morelos,Sector económico Industria,17,35.5300593630042
2015,Morelos,Sector económico Industria,17,20.7781729877147
2013,Morelos,Sector económico Industria,17,40.9964024616096
2011,Morelos,Sector económico Industria,17,47.61616432711511
2021,Morelos,Sector económico Servicios,17,21.2051983
2019,Morelos,Sector económico Servicios,17,26.869753499228903
2017,Morelos,Sector económico Servicios,17,30.5092458053461
2015,Morelos,Sector económico Servicios,17,31.380968864920003
2013,Morelos,Sector económico Servicios,17,35.9280321990148
2011,Morelos,Sector económico Servicios,17,36.1109926603462
2021,Nayarit,Total,18,20.96303631
2019,Nayarit,Total,18,24.895583101519303
2017,Nayarit,Total,18,29.7123063121083
2015,Nayarit,Total,18,23.9840200990014
2013,Nayarit,Total,18,24.8548838358121
2011,Nayarit,Total,18,38.9967638413199
2021,Nayarit,Tamaño Micro,18,20.31797231
2019,Nayarit,Tamaño Micro,18,24.2028678123552
2017,Nayarit,Tamaño Micro,18,29.084380610412904
2015,Nayarit,Tamaño Micro,18,23.2600732600733
2013,Nayarit,Tamaño Micro,18,24.0694789081886
2011,Nayarit,Tamaño Micro,18,38.2892057026477
2021,Nayarit,Tamaño Pequeña,18,33.32382462
2019,Nayarit,Tamaño Pequeña,18,41.2257036341387
2017,Nayarit,Tamaño Pequeña,18,47.29064039408869
2015,Nayarit,Tamaño Pequeña,18,40.2714932126697
2013,Nayarit,Tamaño Pequeña,18,43.0555555555556
2011,Nayarit,Tamaño Pequeña,18,54.368932038834906
2021,Nayarit,Tamaño Mediana,18,44.63373214999999
2019,Nayarit,Tamaño Mediana,18,58.8054052090427
2017,Nayarit,Tamaño Mediana,18,52.74725274725281
2015,Nayarit,Tamaño Mediana,18,61.9565217391304
2013,Nayarit,Tamaño Mediana,18,46.4788732394366
2011,Nayarit,Tamaño Mediana,18,65.3846153846154
2021,Nayarit,Tamaño Grande,18,37.71718162
2019,Nayarit,Tamaño Grande,18,51.5646258503401
2017,Nayarit,Tamaño Grande,18,62.7118644067797
2015,Nayarit,Tamaño Grande,18,56.8965517241379
2013,Nayarit,Tamaño Grande,18,52.1739130434783
2011,Nayarit,Tamaño Grande,18,70.6896551724138
2021,Nayarit,Sector económico Comercio,18,23.41763815
2019,Nayarit,Sector económico Comercio,18,29.991976547581
2017,Nayarit,Sector económico Comercio,18,36.7151440387866
2015,Nayarit,Sector económico Comercio,18,29.368634239386903
2013,Nayarit,Sector económico Comercio,18,28.5239266351574
2011,Nayarit,Sector económico Comercio,18,41.6881874658152
2021,Nayarit,Sector económico Industria,18,17.96132227
2019,Nayarit,Sector económico Industria,18,12.9833102160871
2017,Nayarit,Sector económico Industria,18,28.018297032156894
2015,Nayarit,Sector económico Industria,18,20.6218532251266
2013,Nayarit,Sector económico Industria,18,28.5313592312806
2011,Nayarit,Sector económico Industria,18,33.5495823405496
2021,Nayarit,Sector económico Servicios,18,19.56313377
2019,Nayarit,Sector económico Servicios,18,23.2737388435652
2017,Nayarit,Sector económico Servicios,18,23.32143514784549
2015,Nayarit,Sector económico Servicios,18,19.4278108846781
2013,Nayarit,Sector económico Servicios,18,20.423445451586
2011,Nayarit,Sector económico Servicios,18,37.1859917288795
2021,Nuevo León,Total,19,24.49793754
2019,Nuevo León,Total,19,32.4335193183905
2017,Nuevo León,Total,19,29.171730752977805
2015,Nuevo León,Total,19,33.6859007492962
2013,Nuevo León,Total,19,25.5659763661408
2011,Nuevo León,Total,19,48.6981662601847
2021,Nuevo León,Tamaño Micro,19,23.589293439999995
2019,Nuevo León,Tamaño Micro,19,31.2194590897663
2017,Nuevo León,Tamaño Micro,19,27.882599580712803
2015,Nuevo León,Tamaño Micro,19,31.8458417849899
2013,Nuevo León,Tamaño Micro,19,24.216524216524203
2011,Nuevo León,Tamaño Micro,19,48.1012658227848
2021,Nuevo León,Tamaño Pequeña,19,30.6258495
2019,Nuevo León,Tamaño Pequeña,19,43.4947900832613
2017,Nuevo León,Tamaño Pequeña,19,38.3064516129032
2015,Nuevo León,Tamaño Pequeña,19,49.6478873239437
2013,Nuevo León,Tamaño Pequeña,19,36.9942196531792
2011,Nuevo León,Tamaño Pequeña,19,53.4653465346535
2021,Nuevo León,Tamaño Mediana,19,33.73132556
2019,Nuevo León,Tamaño Mediana,19,47.9226769826523
2017,Nuevo León,Tamaño Mediana,19,49.26829268292679
2015,Nuevo León,Tamaño Mediana,19,52.3316062176166
2013,Nuevo León,Tamaño Mediana,19,44.4444444444444
2011,Nuevo León,Tamaño Mediana,19,58.92857142857141
2021,Nuevo León,Tamaño Grande,19,32.46756941
2019,Nuevo León,Tamaño Grande,19,48.1202836895923
2017,Nuevo León,Tamaño Grande,19,54.2713567839196
2015,Nuevo León,Tamaño Grande,19,56.0185185185185
2013,Nuevo León,Tamaño Grande,19,41.6149068322981
2011,Nuevo León,Tamaño Grande,19,53.381195627095
2021,Nuevo León,Sector económico Comercio,19,32.81215414
2019,Nuevo León,Sector económico Comercio,19,40.238436078301
2017,Nuevo León,Sector económico Comercio,19,35.672002184421
2015,Nuevo León,Sector económico Comercio,19,36.5204202118683
2013,Nuevo León,Sector económico Comercio,19,29.8853376218114
2011,Nuevo León,Sector económico Comercio,19,56.8011473270015
2021,Nuevo León,Sector económico Industria,19,25.104414110000004
2019,Nuevo León,Sector económico Industria,19,36.8699313899666
2017,Nuevo León,Sector económico Industria,19,33.9173423711361
2015,Nuevo León,Sector económico Industria,19,37.7567657162229
2013,Nuevo León,Sector económico Industria,19,27.4020616284589
2011,Nuevo León,Sector económico Industria,19,49.49119854036061
2021,Nuevo León,Sector económico Servicios,19,17.05408923
2019,Nuevo León,Sector económico Servicios,19,24.665689435221804
2017,Nuevo León,Sector económico Servicios,19,21.5519739795724
2015,Nuevo León,Sector económico Servicios,19,29.6659859563091
2013,Nuevo León,Sector económico Servicios,19,20.5547676736201
2011,Nuevo León,Sector económico Servicios,19,38.7374122020855
2021,Oaxaca,Total,20,21.25467515
2019,Oaxaca,Total,20,25.3401403288741
2017,Oaxaca,Total,20,28.7220358312361
2015,Oaxaca,Total,20,25.336008908412
2013,Oaxaca,Total,20,34.5409768306918
2011,Oaxaca,Total,20,33.4684813732149
2021,Oaxaca,Tamaño Micro,20,20.74267725
2019,Oaxaca,Tamaño Micro,20,24.799930680311103
2017,Oaxaca,Tamaño Micro,20,28.171641791044795
2015,Oaxaca,Tamaño Micro,20,24.8971193415638
2013,Oaxaca,Tamaño Micro,20,34.1592920353982
2011,Oaxaca,Tamaño Micro,20,32.9268292682927
2021,Oaxaca,Tamaño Pequeña,20,39.34192432
2019,Oaxaca,Tamaño Pequeña,20,51.6308046976388
2017,Oaxaca,Tamaño Pequeña,20,56.25
2015,Oaxaca,Tamaño Pequeña,20,45.57522123893799
2013,Oaxaca,Tamaño Pequeña,20,46.9945355191257
2011,Oaxaca,Tamaño Pequeña,20,53.448275862069
2021,Oaxaca,Tamaño Mediana,20,55.9464768
2019,Oaxaca,Tamaño Mediana,20,59.5693367786391
2017,Oaxaca,Tamaño Mediana,20,67.4418604651163
2015,Oaxaca,Tamaño Mediana,20,51.8072289156627
